r,k,s,t,c
0.0243,2.65,2.601,0.117808219,0.1259
0.0243,2.65,2.601,0.117808219,0.1294
0.0243,2.65,2.644,0.117808219,0.1366
0.0243,2.65,2.658,0.117808219,0.1498
0.0243,2.65,2.665,0.117808219,0.1365
0.0243,2.65,2.677,0.117808219,0.1705
0.0243,2.65,2.748,0.117808219,0.2346
0.0243,2.65,2.769,0.117808219,0.1865
0.0243,2.65,2.771,0.117808219,0.1294
0.0243,2.65,2.772,0.117808219,0.244
0.0243,2.65,2.78,0.117808219,0.3909
0.0243,2.65,2.795,0.117808219,0.1912
0.0243,2.65,2.9,0.117808219,0.5195
0.0243,2.65,2.902,0.117808219,0.3344
0.0243,2.65,2.911,0.117808219,0.2952
0.0243,2.65,2.956,0.117808219,0.4284
0.0243,2.651,2.644,0.117808219,0.1361
0.0243,2.651,2.748,0.117808219,0.2346
0.0243,2.651,2.759,0.117808219,0.2301
0.0243,2.657,2.969,0.117808219,0.325
0.0243,2.696,2.421,0.117808219,0.0328
0.0243,2.696,2.484,0.117808219,0.0121
0.0243,2.696,2.665,0.117808219,0.1102
0.0243,2.7,2.337,0.117808219,0.0695
0.0243,2.7,2.363,0.117808219,0.014
0.0243,2.7,2.374,0.117808219,0.0048
0.0243,2.7,2.38,0.117808219,0.0229
0.0243,2.7,2.4,0.117808219,0.0798
0.0243,2.7,2.405,0.117808219,0.0151
0.0243,2.7,2.429,0.117808219,0.026
0.0243,2.7,2.467,0.117808219,0.0176
0.0243,2.7,2.484,0.117808219,0.0112
0.0243,2.7,2.511,0.117808219,0.03
0.0243,2.7,2.56,0.117808219,0.235
0.0243,2.7,2.594,0.117808219,0.0675
0.0243,2.7,2.601,0.117808219,0.085
0.0243,2.7,2.601,0.117808219,0.0925
0.0243,2.7,2.644,0.117808219,0.1038
0.0243,2.7,2.658,0.117808219,0.124
0.0243,2.7,2.665,0.117808219,0.1081
0.0243,2.7,2.677,0.117808219,0.1353
0.0243,2.7,2.748,0.117808219,0.1982
0.0243,2.7,2.759,0.117808219,0.1825
0.0243,2.7,2.769,0.117808219,0.1491
0.0243,2.7,2.771,0.117808219,0.0978
0.0243,2.7,2.772,0.117808219,0.201
0.0243,2.7,2.78,0.117808219,0.354
0.0243,2.7,2.795,0.117808219,0.1504
0.0243,2.7,2.87,0.117808219,0.1839
0.0243,2.7,2.878,0.117808219,0.2495
0.0243,2.7,2.9,0.117808219,0.476
0.0243,2.7,2.902,0.117808219,0.2921
0.0243,2.7,2.911,0.117808219,0.2541
0.0243,2.7,2.933,0.117808219,0.2452
0.0243,2.7,2.956,0.117808219,0.3792
0.0243,2.7,2.973,0.117808219,0.3294
0.0243,2.706,2.87,0.117808219,0.1775
0.0243,2.706,2.969,0.117808219,0.2757
0.0243,2.745,2.421,0.117808219,0.024
0.0243,2.745,2.484,0.117808219,0.0071
0.0243,2.745,2.665,0.117808219,0.0869
0.0243,2.749,2.644,0.117808219,0.0746
0.0243,2.749,2.748,0.117808219,0.164
0.0243,2.749,2.759,0.117808219,0.136
0.0243,2.75,2.337,0.117808219,0.0594
0.0243,2.75,2.363,0.117808219,0.0087
0.0243,2.75,2.38,0.117808219,0.015
0.0243,2.75,2.4,0.117808219,0.0662
0.0243,2.75,2.429,0.117808219,0.018
0.0243,2.75,2.511,0.117808219,0.017
0.0243,2.75,2.56,0.117808219,0.209
0.0243,2.75,2.594,0.117808219,0.0451
0.0243,2.75,2.601,0.117808219,0.0546
0.0243,2.75,2.601,0.117808219,0.0635
0.0243,2.75,2.644,0.117808219,0.0742
0.0243,2.75,2.658,0.117808219,0.1009
0.0243,2.75,2.665,0.117808219,0.0846
0.0243,2.75,2.677,0.117808219,0.1049
0.0243,2.75,2.746,0.117808219,0.1375
0.0243,2.75,2.748,0.117808219,0.1635
0.0243,2.75,2.769,0.117808219,0.1161
0.0243,2.75,2.771,0.117808219,0.0689
0.0243,2.75,2.772,0.117808219,0.1601
0.0243,2.75,2.78,0.117808219,0.3188
0.0243,2.75,2.795,0.117808219,0.114
0.0243,2.75,2.86,0.117808219,0.1217
0.0243,2.75,2.87,0.117808219,0.1435
0.0243,2.75,2.878,0.117808219,0.21
0.0243,2.75,2.9,0.117808219,0.4357
0.0243,2.75,2.902,0.117808219,0.2523
0.0243,2.75,2.911,0.117808219,0.2161
0.0243,2.75,2.933,0.117808219,0.1966
0.0243,2.75,2.956,0.117808219,0.3303
0.0243,2.75,2.973,0.117808219,0.2822
0.0243,2.75,3.013,0.117808219,0.3141
0.0243,2.755,2.86,0.117808219,0.1179
0.0243,2.755,2.87,0.117808219,0.1398
0.0243,2.755,2.933,0.117808219,0.1925
0.0243,2.755,2.969,0.117808219,0.228
0.0243,2.794,2.421,0.117808219,0.0174
0.0243,2.794,2.484,0.117808219,0.0041
0.0243,2.798,2.644,0.117808219,0.0523
0.0243,2.798,2.748,0.117808219,0.1333
0.0243,2.798,2.759,0.117808219,0.0943
0.0243,2.8,2.337,0.117808219,0.0497
0.0243,2.8,2.38,0.117808219,0.0106
0.0243,2.8,2.4,0.117808219,0.0553
0.0243,2.8,2.429,0.117808219,0.012
0.0243,2.8,2.511,0.117808219,0.0092
0.0243,2.8,2.56,0.117808219,0.1865
0.0243,2.8,2.594,0.117808219,0.0275
0.0243,2.8,2.601,0.117808219,0.0322
0.0243,2.8,2.601,0.117808219,0.0444
0.0243,2.8,2.644,0.117808219,0.0515
0.0243,2.8,2.658,0.117808219,0.082
0.0243,2.8,2.665,0.117808219,0.0656
0.0243,2.8,2.677,0.117808219,0.0799
0.0243,2.8,2.746,0.117808219,0.1024
0.0243,2.8,2.748,0.117808219,0.1313
0.0243,2.8,2.769,0.117808219,0.09
0.0243,2.8,2.771,0.117808219,0.0472
0.0243,2.8,2.772,0.117808219,0.1256
0.0243,2.8,2.78,0.117808219,0.2812
0.0243,2.8,2.795,0.117808219,0.0838
0.0243,2.8,2.86,0.117808219,0.0885
0.0243,2.8,2.87,0.117808219,0.1087
0.0243,2.8,2.878,0.117808219,0.1723
0.0243,2.8,2.9,0.117808219,0.3967
0.0243,2.8,2.902,0.117808219,0.215
0.0243,2.8,2.911,0.117808219,0.1797
0.0243,2.8,2.933,0.117808219,0.1515
0.0243,2.8,2.956,0.117808219,0.282
0.0243,2.8,2.973,0.117808219,0.2361
0.0243,2.8,3.013,0.117808219,0.2661
0.0243,2.8,3.076,0.117808219,0.2917
0.0243,2.804,2.86,0.117808219,0.0864
0.0243,2.804,2.87,0.117808219,0.1053
0.0243,2.804,2.933,0.117808219,0.1467
0.0243,2.804,2.969,0.117808219,0.181
0.0243,2.843,2.421,0.117808219,0.012
0.0243,2.847,2.644,0.117808219,0.0351
0.0243,2.847,2.746,0.117808219,0.074
0.0243,2.847,2.748,0.117808219,0.1079
0.0243,2.847,2.759,0.117808219,0.0588
0.0243,2.85,2.337,0.117808219,0.0402
0.0243,2.85,2.38,0.117808219,0.0069
0.0243,2.85,2.4,0.117808219,0.0469
0.0243,2.85,2.429,0.117808219,0.0082
0.0243,2.85,2.511,0.117808219,0.0054
0.0243,2.85,2.56,0.117808219,0.1681
0.0243,2.85,2.594,0.117808219,0.0168
0.0243,2.85,2.601,0.117808219,0.0189
0.0243,2.85,2.601,0.117808219,0.0303
0.0243,2.85,2.644,0.117808219,0.0339
0.0243,2.85,2.658,0.117808219,0.0673
0.0243,2.85,2.665,0.117808219,0.0496
0.0243,2.85,2.677,0.117808219,0.0586
0.0243,2.85,2.746,0.117808219,0.0724
0.0243,2.85,2.748,0.117808219,0.1056
0.0243,2.85,2.769,0.117808219,0.066
0.0243,2.85,2.771,0.117808219,0.0305
0.0243,2.85,2.772,0.117808219,0.0943
0.0243,2.85,2.78,0.117808219,0.2501
0.0243,2.85,2.795,0.117808219,0.0594
0.0243,2.85,2.86,0.117808219,0.0629
0.0243,2.85,2.87,0.117808219,0.0788
0.0243,2.85,2.878,0.117808219,0.1385
0.0243,2.85,2.9,0.117808219,0.3542
0.0243,2.85,2.902,0.117808219,0.1813
0.0243,2.85,2.911,0.117808219,0.1458
0.0243,2.85,2.923,0.117808219,0.0926
0.0243,2.85,2.933,0.117808219,0.1099
0.0243,2.85,2.956,0.117808219,0.2351
0.0243,2.85,2.973,0.117808219,0.1929
0.0243,2.85,3.013,0.117808219,0.2178
0.0243,2.85,3.076,0.117808219,0.2424
0.0243,2.853,2.86,0.117808219,0.0615
0.0243,2.853,2.87,0.117808219,0.0768
0.0243,2.853,2.933,0.117808219,0.1073
0.0243,2.853,2.969,0.117808219,0.139
0.0243,2.892,2.421,0.117808219,0.0086
0.0243,2.896,2.644,0.117808219,0.0235
0.0243,2.896,2.746,0.117808219,0.0514
0.0243,2.896,2.748,0.117808219,0.0851
0.0243,2.896,2.759,0.117808219,0.0347
0.0243,2.9,2.337,0.117808219,0.0343
0.0243,2.9,2.4,0.117808219,0.0386
0.0243,2.9,2.429,0.117808219,0.0057
0.0243,2.9,2.56,0.117808219,0.145
0.0243,2.9,2.594,0.117808219,0.0095
0.0243,2.9,2.601,0.117808219,0.0205
0.0243,2.9,2.644,0.117808219,0.022
0.0243,2.9,2.658,0.117808219,0.0545
0.0243,2.9,2.665,0.117808219,0.0371
0.0243,2.9,2.677,0.117808219,0.042
0.0243,2.9,2.746,0.117808219,0.0508
0.0243,2.9,2.748,0.117808219,0.0824
0.0243,2.9,2.769,0.117808219,0.0485
0.0243,2.9,2.771,0.117808219,0.0193
0.0243,2.9,2.772,0.117808219,0.0694
0.0243,2.9,2.78,0.117808219,0.2196
0.0243,2.9,2.795,0.117808219,0.0416
0.0243,2.9,2.86,0.117808219,0.0422
0.0243,2.9,2.87,0.117808219,0.0548
0.0243,2.9,2.878,0.117808219,0.11
0.0243,2.9,2.9,0.117808219,0.3203
0.0243,2.9,2.902,0.117808219,0.1508
0.0243,2.9,2.911,0.117808219,0.1169
0.0243,2.9,2.923,0.117808219,0.0653
0.0243,2.9,2.933,0.117808219,0.0732
0.0243,2.9,2.956,0.117808219,0.189
0.0243,2.9,2.973,0.117808219,0.1543
0.0243,2.9,3.013,0.117808219,0.1746
0.0243,2.9,3.076,0.117808219,0.1975
0.0243,2.903,2.86,0.117808219,0.0411
0.0243,2.903,2.87,0.117808219,0.0541
0.0243,2.903,2.933,0.117808219,0.0716
0.0243,2.903,2.969,0.117808219,0.1008
0.0243,2.946,2.644,0.117808219,0.0151
0.0243,2.946,2.746,0.117808219,0.0343
0.0243,2.946,2.748,0.117808219,0.0666
0.0243,2.946,2.759,0.117808219,0.0188
0.0243,2.95,2.337,0.117808219,0.0306
0.0243,2.95,2.4,0.117808219,0.0317
0.0243,2.95,2.429,0.117808219,0.004
0.0243,2.95,2.56,0.117808219,0.132
0.0243,2.95,2.644,0.117808219,0.0142
0.0243,2.95,2.658,0.117808219,0.045
0.0243,2.95,2.665,0.117808219,0.0269
0.0243,2.95,2.677,0.117808219,0.0303
0.0243,2.95,2.746,0.117808219,0.0341
0.0243,2.95,2.748,0.117808219,0.0659
0.0243,2.95,2.769,0.117808219,0.0335
0.0243,2.95,2.771,0.117808219,0.0121
0.0243,2.95,2.772,0.117808219,0.0517
0.0243,2.95,2.78,0.117808219,0.1961
0.0243,2.95,2.795,0.117808219,0.0279
0.0243,2.95,2.86,0.117808219,0.028
0.0243,2.95,2.87,0.117808219,0.0376
0.0243,2.95,2.878,0.117808219,0.0857
0.0243,2.95,2.9,0.117808219,0.2864
0.0243,2.95,2.902,0.117808219,0.1244
0.0243,2.95,2.911,0.117808219,0.0909
0.0243,2.95,2.923,0.117808219,0.0425
0.0243,2.95,2.933,0.117808219,0.0461
0.0243,2.95,2.956,0.117808219,0.1475
0.0243,2.95,2.973,0.117808219,0.1206
0.0243,2.95,3.013,0.117808219,0.1312
0.0243,2.95,3.076,0.117808219,0.1532
0.0243,2.95,3.115,0.117808219,0.5194
0.0243,2.952,2.86,0.117808219,0.0274
0.0243,2.952,2.87,0.117808219,0.0373
0.0243,2.952,2.933,0.117808219,0.0447
0.0243,2.952,2.969,0.117808219,0.069
0.0243,3,2.337,0.117808219,0.026
0.0243,3,2.4,0.117808219,0.0268
0.0243,3,2.429,0.117808219,0.003
0.0243,3,2.56,0.117808219,0.1148
0.0243,3,2.644,0.117808219,0.0088
0.0243,3,2.658,0.117808219,0.0388
0.0243,3,2.665,0.117808219,0.0198
0.0243,3,2.746,0.117808219,0.0225
0.0243,3,2.748,0.117808219,0.051
0.0243,3,2.772,0.117808219,0.0376
0.0243,3,2.78,0.117808219,0.1725
0.0243,3,2.795,0.117808219,0.0183
0.0243,3,2.86,0.117808219,0.0186
0.0243,3,2.87,0.117808219,0.028
0.0243,3,2.878,0.117808219,0.0652
0.0243,3,2.9,0.117808219,0.26
0.0243,3,2.902,0.117808219,0.1033
0.0243,3,2.911,0.117808219,0.0703
0.0243,3,2.923,0.117808219,0.0271
0.0243,3,2.933,0.117808219,0.0263
0.0243,3,2.956,0.117808219,0.1113
0.0243,3,2.973,0.117808219,0.0903
0.0243,3,3.013,0.117808219,0.0961
0.0243,3,3.076,0.117808219,0.1144
0.0243,3,3.115,0.117808219,0.47
0.0243,3.044,2.644,0.117808219,0.0064
0.0243,3.044,2.746,0.117808219,0.015
0.0243,3.044,2.748,0.117808219,0.0402
0.0243,3.044,2.759,0.117808219,0.0059
0.0243,3.05,2.86,0.117808219,0.0124
0.0243,3.05,2.87,0.117808219,0.0172
0.0243,3.05,2.933,0.117808219,0.0141
0.0243,3.05,2.969,0.117808219,0.0287
0.0243,3.1,2.337,0.117808219,0.0191
0.0243,3.1,2.4,0.117808219,0.0178
0.0243,3.1,2.429,0.117808219,0.0021
0.0243,3.1,2.56,0.117808219,0.083
0.0243,3.1,2.644,0.117808219,0.0045
0.0243,3.1,2.665,0.117808219,0.0109
0.0243,3.1,2.748,0.117808219,0.0311
0.0243,3.1,2.772,0.117808219,0.0201
0.0243,3.1,2.78,0.117808219,0.1292
0.0243,3.1,2.795,0.117808219,0.0086
0.0243,3.1,2.86,0.117808219,0.0083
0.0243,3.1,2.87,0.117808219,0.0119
0.0243,3.1,2.878,0.117808219,0.0354
0.0243,3.1,2.9,0.117808219,0.2072
0.0243,3.1,2.902,0.117808219,0.0678
0.0243,3.1,2.911,0.117808219,0.0405
0.0243,3.1,2.923,0.117808219,0.0106
0.0243,3.1,2.933,0.117808219,0.0074
0.0243,3.1,2.956,0.117808219,0.0575
0.0243,3.1,2.973,0.117808219,0.0491
0.0243,3.1,3.013,0.117808219,0.044
0.0243,3.1,3.076,0.117808219,0.0556
0.0243,3.1,3.115,0.117808219,0.3962
0.0243,3.142,2.644,0.117808219,0.0036
0.0243,3.142,2.746,0.117808219,0.0065
0.0243,3.142,2.748,0.117808219,0.0247
0.0243,3.149,2.86,0.117808219,0.0056
0.0243,3.149,2.87,0.117808219,0.0087
0.0243,3.149,2.933,0.117808219,0.004
0.0243,3.149,2.969,0.117808219,0.0109
0.0243,3.2,2.337,0.117808219,0.0152
0.0243,3.2,2.4,0.117808219,0.0133
0.0243,3.2,2.429,0.117808219,0.0016
0.0243,3.2,2.56,0.117808219,0.065
0.0243,3.2,2.644,0.117808219,0.0027
0.0243,3.2,2.665,0.117808219,0.0068
0.0243,3.2,2.748,0.117808219,0.0184
0.0243,3.2,2.772,0.117808219,0.0112
0.0243,3.2,2.78,0.117808219,0.103
0.0243,3.2,2.795,0.117808219,0.005
0.0243,3.2,2.86,0.117808219,0.0043
0.0243,3.2,2.87,0.117808219,0.0069
0.0243,3.2,2.878,0.117808219,0.0179
0.0243,3.2,2.9,0.117808219,0.1639
0.0243,3.2,2.902,0.117808219,0.045
0.0243,3.2,2.911,0.117808219,0.0236
0.0243,3.2,2.923,0.117808219,0.005
0.0243,3.2,2.933,0.117808219,0.0025
0.0243,3.2,2.956,0.117808219,0.0258
0.0243,3.2,2.973,0.117808219,0.0255
0.0243,3.2,3.013,0.117808219,0.0177
0.0243,3.2,3.076,0.117808219,0.0236
0.0243,3.2,3.115,0.117808219,0.3341
0.0243,3.24,2.644,0.117808219,0.0024
0.0243,3.24,2.746,0.117808219,0.0034
0.0243,3.24,2.748,0.117808219,0.016
0.0243,3.247,2.86,0.117808219,0.0039
0.0243,3.247,2.87,0.117808219,0.0049
0.0243,3.247,2.933,0.117808219,0.0017
0.0243,3.247,2.969,0.117808219,0.0045
0.0243,3.3,2.337,0.117808219,0.012
0.0243,3.3,2.4,0.117808219,0.0083
0.0243,3.3,2.429,0.117808219,0.0013
0.0243,3.3,2.644,0.117808219,0.0024
0.0243,3.3,2.665,0.117808219,0.0047
0.0243,3.3,2.748,0.117808219,0.0125
0.0243,3.3,2.795,0.117808219,0.0035
0.0243,3.3,2.86,0.117808219,0.0029
0.0243,3.3,2.87,0.117808219,0.0046
0.0243,3.3,2.878,0.117808219,0.0097
0.0243,3.3,2.9,0.117808219,0.1292
0.0243,3.3,2.902,0.117808219,0.0301
0.0243,3.3,2.911,0.117808219,0.0139
0.0243,3.3,2.933,0.117808219,0.001
0.0243,3.3,2.956,0.117808219,0.0115
0.0243,3.3,2.973,0.117808219,0.0137
0.0243,3.3,3.013,0.117808219,0.0063
0.0243,3.3,3.076,0.117808219,0.0089
0.0243,3.3,3.115,0.117808219,0.2906
0.0243,3.345,2.86,0.117808219,0.0026
0.0243,3.345,2.87,0.117808219,0.0037
0.0243,3.345,2.933,0.117808219,0.001
0.0243,3.345,2.969,0.117808219,0.0029
0.0243,3.4,2.337,0.117808219,0.0102
0.0243,3.4,2.4,0.117808219,0.0072
0.0243,3.4,2.429,0.117808219,0.0011
0.0243,3.4,2.644,0.117808219,0.0018
0.0243,3.4,2.665,0.117808219,0.0038
0.0243,3.4,2.748,0.117808219,0.0091
0.0243,3.4,2.795,0.117808219,0.0031
0.0243,3.4,2.86,0.117808219,0.0022
0.0243,3.4,2.87,0.117808219,0.0036
0.0243,3.4,2.878,0.117808219,0.0058
0.0243,3.4,2.9,0.117808219,0.0982
0.0243,3.4,2.911,0.117808219,0.008
0.0243,3.4,2.956,0.117808219,0.0051
0.0243,3.4,2.973,0.117808219,0.0075
0.0243,3.4,3.013,0.117808219,0.0027
0.0243,3.4,3.076,0.117808219,0.0031
0.0243,3.4,3.115,0.117808219,0.2467
0.0243,3.444,2.86,0.117808219,0.0022
0.0243,3.444,2.87,0.117808219,0.003
0.0243,3.444,2.969,0.117808219,0.002
0.0243,3.5,2.337,0.117808219,0.0081
0.0243,3.5,2.4,0.117808219,0.0051
0.0243,3.5,2.429,0.117808219,0.0011
0.0243,3.5,2.644,0.117808219,0.0016
0.0243,3.5,2.748,0.117808219,0.006
0.0243,3.5,2.86,0.117808219,0.0021
0.0243,3.5,2.87,0.117808219,0.003
0.0243,3.5,2.9,0.117808219,0.08
0.0243,3.5,3.013,0.117808219,0.0014
0.0243,3.5,3.076,0.117808219,0.0018
0.0243,3.5,3.115,0.117808219,0.2051
0.0243,3.6,2.337,0.117808219,0.0063
0.0243,3.6,2.4,0.117808219,0.0051
0.0243,3.6,2.429,0.117808219,0.0011
0.0243,3.6,2.644,0.117808219,0.0016
0.0243,3.6,2.748,0.117808219,0.0042
0.0243,3.6,3.115,0.117808219,0.1688
0.0243,3.6,3.805,0.117808219,0.2213
0.0243,3.6,4.078,0.117808219,0.4931
0.0243,3.6,4.184,0.117808219,0.6096
0.0243,3.7,3.805,0.117808219,0.1481
0.0243,3.7,3.943,0.117808219,0.2637
0.0243,3.7,4.078,0.117808219,0.407
0.0243,3.7,4.184,0.117808219,0.5101
0.0243,3.8,3.805,0.117808219,0.09
0.0243,3.8,3.943,0.117808219,0.1873
0.0243,3.8,3.945,0.117808219,0.169
0.0243,3.8,4.078,0.117808219,0.3275
0.0243,3.8,4.184,0.117808219,0.4117
0.0243,3.9,3.805,0.117808219,0.0518
0.0243,3.9,3.943,0.117808219,0.121
0.0243,3.9,3.945,0.117808219,0.1072
0.0243,3.9,4.078,0.117808219,0.2539
0.0243,3.9,4.184,0.117808219,0.32
0.0243,4,3.805,0.117808219,0.0285
0.0243,4,3.943,0.117808219,0.0741
0.0243,4,3.945,0.117808219,0.0635
0.0243,4,4.049,0.117808219,0.09
0.0243,4,4.078,0.117808219,0.1913
0.0243,4,4.184,0.117808219,0.2319
0.0243,4.1,3.805,0.117808219,0.015
0.0243,4.1,3.943,0.117808219,0.042
0.0243,4.1,3.945,0.117808219,0.0343
0.0243,4.1,4.049,0.117808219,0.0517
0.0243,4.1,4.078,0.117808219,0.1397
0.0243,4.1,4.184,0.117808219,0.1519
0.0243,4.2,3.805,0.117808219,0.0091
0.0243,4.2,3.943,0.117808219,0.0223
0.0243,4.2,3.945,0.117808219,0.0192
0.0243,4.2,4.049,0.117808219,0.0275
0.0243,4.2,4.078,0.117808219,0.0983
0.0243,4.2,4.184,0.117808219,0.0931
0.0243,4.3,3.943,0.117808219,0.011
0.0243,4.3,3.945,0.117808219,0.0105
0.0243,4.3,4.049,0.117808219,0.0155
0.0243,4.3,4.078,0.117808219,0.0674
0.0243,4.3,4.184,0.117808219,0.0524
0.0243,4.4,3.943,0.117808219,0.006
0.0243,4.4,3.945,0.117808219,0.0062
0.0243,4.4,4.049,0.117808219,0.0083
0.0243,4.4,4.078,0.117808219,0.0444
0.0243,4.4,4.184,0.117808219,0.0283
0.0243,4.5,3.943,0.117808219,0.0045
0.0243,4.5,3.945,0.117808219,0.0045
0.0243,4.5,4.078,0.117808219,0.0293
0.0243,4.5,4.184,0.117808219,0.0142
0.0243,4.6,3.943,0.117808219,0.0043
0.0243,4.6,3.945,0.117808219,0.0033
0.0243,4.6,4.078,0.117808219,0.0197
0.0243,4.6,4.184,0.117808219,0.0071
0.0243,1.8,1.919,0.120547945,0.271
0.0243,1.8,2.165,0.120547945,0.536
0.0243,1.8,2.347,0.120547945,0.7417
0.0243,1.85,1.919,0.120547945,0.221
0.0243,1.85,1.924,0.120547945,0.226
0.0243,1.85,2.06,0.120547945,0.4174
0.0243,1.85,2.165,0.120547945,0.486
0.0243,1.85,2.347,0.120547945,0.6926
0.0243,1.9,1.919,0.120547945,0.1727
0.0243,1.9,1.924,0.120547945,0.1819
0.0243,1.9,2.06,0.120547945,0.3783
0.0243,1.9,2.165,0.120547945,0.436
0.0243,1.9,2.347,0.120547945,0.6438
0.0243,1.908,2.2,0.120547945,0.424
0.0243,1.95,1.919,0.120547945,0.1325
0.0243,1.95,1.924,0.120547945,0.1444
0.0243,1.95,1.935,0.120547945,0.138
0.0243,1.95,2.06,0.120547945,0.3401
0.0243,1.95,2.165,0.120547945,0.386
0.0243,1.95,2.347,0.120547945,0.5957
0.0243,1.957,2.2,0.120547945,0.374
0.0243,2,1.919,0.120547945,0.0943
0.0243,2,1.924,0.120547945,0.1142
0.0243,2,1.935,0.120547945,0.1
0.0243,2,1.987,0.120547945,0.157
0.0243,2,2.028,0.120547945,0.188
0.0243,2,2.06,0.120547945,0.3078
0.0243,2,2.165,0.120547945,0.336
0.0243,2,2.347,0.120547945,0.5476
0.0243,2.006,2.2,0.120547945,0.324
0.0243,2.05,1.919,0.120547945,0.0666
0.0243,2.05,1.924,0.120547945,0.0901
0.0243,2.05,1.935,0.120547945,0.068
0.0243,2.05,1.987,0.120547945,0.1243
0.0243,2.05,2.028,0.120547945,0.1406
0.0243,2.05,2.06,0.120547945,0.2724
0.0243,2.05,2.121,0.120547945,0.244
0.0243,2.05,2.165,0.120547945,0.286
0.0243,2.05,2.288,0.120547945,0.287
0.0243,2.05,2.347,0.120547945,0.4901
0.0243,2.05,2.476,0.120547945,0.4701
0.0243,2.05,2.681,0.120547945,0.6847
0.0243,2.055,2.2,0.120547945,0.274
0.0243,2.055,2.219,0.120547945,0.2947
0.0243,2.1,1.919,0.120547945,0.0442
0.0243,2.1,1.924,0.120547945,0.067
0.0243,2.1,1.935,0.120547945,0.044
0.0243,2.1,1.97,0.120547945,0.109
0.0243,2.1,1.987,0.120547945,0.0925
0.0243,2.1,2.028,0.120547945,0.1004
0.0243,2.1,2.06,0.120547945,0.2435
0.0243,2.1,2.096,0.120547945,0.1628
0.0243,2.1,2.121,0.120547945,0.2074
0.0243,2.1,2.165,0.120547945,0.2375
0.0243,2.1,2.288,0.120547945,0.2396
0.0243,2.1,2.347,0.120547945,0.436
0.0243,2.1,2.476,0.120547945,0.4208
0.0243,2.1,2.681,0.120547945,0.6406
0.0243,2.104,2.2,0.120547945,0.224
0.0243,2.104,2.219,0.120547945,0.2467
0.0243,2.15,1.919,0.120547945,0.0284
0.0243,2.15,1.924,0.120547945,0.0487
0.0243,2.15,1.935,0.120547945,0.0271
0.0243,2.15,1.97,0.120547945,0.0846
0.0243,2.15,1.987,0.120547945,0.0689
0.0243,2.15,2.028,0.120547945,0.0678
0.0243,2.15,2.06,0.120547945,0.1397
0.0243,2.15,2.085,0.120547945,0.1055
0.0243,2.15,2.096,0.120547945,0.1177
0.0243,2.15,2.121,0.120547945,0.1706
0.0243,2.15,2.165,0.120547945,0.1911
0.0243,2.15,2.288,0.120547945,0.1933
0.0243,2.15,2.347,0.120547945,0.3909
0.0243,2.15,2.476,0.120547945,0.3706
0.0243,2.15,2.681,0.120547945,0.5892
0.0243,2.153,2.2,0.120547945,0.174
0.0243,2.153,2.219,0.120547945,0.1979
0.0243,2.153,2.249,0.120547945,0.221
0.0243,2.156,2.402,0.120547945,0.3198
0.0243,2.156,2.476,0.120547945,0.365
0.0243,2.16,2.773,0.120547945,0.7384
0.0243,2.2,1.919,0.120547945,0.0173
0.0243,2.2,1.924,0.120547945,0.0354
0.0243,2.2,1.935,0.120547945,0.0161
0.0243,2.2,1.97,0.120547945,0.0655
0.0243,2.2,1.987,0.120547945,0.0491
0.0243,2.2,2.028,0.120547945,0.0418
0.0243,2.2,2.06,0.120547945,0.0715
0.0243,2.2,2.085,0.120547945,0.073
0.0243,2.2,2.096,0.120547945,0.079
0.0243,2.2,2.121,0.120547945,0.1359
0.0243,2.2,2.16,0.120547945,0.3495
0.0243,2.2,2.165,0.120547945,0.1471
0.0243,2.2,2.197,0.120547945,0.1262
0.0243,2.2,2.219,0.120547945,0.1524
0.0243,2.2,2.222,0.120547945,0.2124
0.0243,2.2,2.238,0.120547945,0.2203
0.0243,2.2,2.249,0.120547945,0.174
0.0243,2.2,2.288,0.120547945,0.1505
0.0243,2.2,2.347,0.120547945,0.346
0.0243,2.2,2.408,0.120547945,0.306
0.0243,2.2,2.425,0.120547945,0.4501
0.0243,2.2,2.437,0.120547945,0.3393
0.0243,2.2,2.476,0.120547945,0.3227
0.0243,2.2,2.496,0.120547945,0.4405
0.0243,2.2,2.681,0.120547945,0.5404
0.0243,2.2,2.823,0.120547945,0.669
0.0243,2.2,2.882,0.120547945,0.9246
0.0243,2.202,2.2,0.120547945,0.124
0.0243,2.202,2.219,0.120547945,0.1504
0.0243,2.202,2.249,0.120547945,0.172
0.0243,2.205,2.369,0.120547945,0.2288
0.0243,2.205,2.402,0.120547945,0.2764
0.0243,2.205,2.476,0.120547945,0.3163
0.0243,2.205,2.681,0.120547945,0.5355
0.0243,2.209,2.773,0.120547945,0.6881
0.0243,2.25,1.919,0.120547945,0.0105
0.0243,2.25,1.935,0.120547945,0.0096
0.0243,2.25,1.97,0.120547945,0.0501
0.0243,2.25,1.987,0.120547945,0.0343
0.0243,2.25,2.028,0.120547945,0.0242
0.0243,2.25,2.06,0.120547945,0.0578
0.0243,2.25,2.085,0.120547945,0.046
0.0243,2.25,2.096,0.120547945,0.0497
0.0243,2.25,2.121,0.120547945,0.1061
0.0243,2.25,2.16,0.120547945,0.2975
0.0243,2.25,2.165,0.120547945,0.1071
0.0243,2.25,2.197,0.120547945,0.0863
0.0243,2.25,2.2,0.120547945,0.0838
0.0243,2.25,2.219,0.120547945,0.1074
