r,k,s,t,c
0.0243,1.8,1.881,0.002739726,0.23
0.0243,1.8,1.957,0.002739726,0.312
0.0243,1.8,2.01,0.002739726,0.369
0.0243,1.8,2.066,0.002739726,0.429
0.0243,1.8,2.073,0.002739726,0.4373
0.0243,1.8,2.308,0.002739726,0.6907
0.0243,1.85,1.881,0.002739726,0.18
0.0243,1.85,1.957,0.002739726,0.262
0.0243,1.85,1.995,0.002739726,0.302
0.0243,1.85,2.01,0.002739726,0.3195
0.0243,1.85,2.066,0.002739726,0.379
0.0243,1.85,2.073,0.002739726,0.3872
0.0243,1.85,2.176,0.002739726,0.4982
0.0243,1.85,2.308,0.002739726,0.6403
0.0243,1.9,1.881,0.002739726,0.1307
0.0243,1.9,1.957,0.002739726,0.212
0.0243,1.9,1.995,0.002739726,0.252
0.0243,1.9,2.01,0.002739726,0.269
0.0243,1.9,2.066,0.002739726,0.329
0.0243,1.9,2.073,0.002739726,0.3373
0.0243,1.9,2.176,0.002739726,0.4483
0.0243,1.9,2.308,0.002739726,0.5902
0.0243,1.908,2.168,0.002739726,0.381
0.0243,1.95,1.748,0.002739726,0.0199
0.0243,1.95,1.815,0.002739726,0.018
0.0243,1.95,1.881,0.002739726,0.08
0.0243,1.95,1.918,0.002739726,0.119
0.0243,1.95,1.957,0.002739726,0.162
0.0243,1.95,1.995,0.002739726,0.202
0.0243,1.95,2.01,0.002739726,0.219
0.0243,1.95,2.064,0.002739726,0.277
0.0243,1.95,2.066,0.002739726,0.279
0.0243,1.95,2.073,0.002739726,0.2872
0.0243,1.95,2.176,0.002739726,0.3983
0.0243,1.95,2.308,0.002739726,0.5403
0.0243,1.957,2.168,0.002739726,0.3355
0.0243,2,1.748,0.002739726,0.0057
0.0243,2,1.815,0.002739726,0.0044
0.0243,2,1.881,0.002739726,0.0336
0.0243,2,1.918,0.002739726,0.069
0.0243,2,1.957,0.002739726,0.112
0.0243,2,1.995,0.002739726,0.152
0.0243,2,2.01,0.002739726,0.169
0.0243,2,2.064,0.002739726,0.227
0.0243,2,2.066,0.002739726,0.229
0.0243,2,2.073,0.002739726,0.2372
0.0243,2,2.122,0.002739726,0.29
0.0243,2,2.176,0.002739726,0.3483
0.0243,2,2.308,0.002739726,0.4903
0.0243,2.006,2.168,0.002739726,0.2857
0.0243,2.05,1.748,0.002739726,0.0014
0.0243,2.05,1.815,0.002739726,0.0018
0.0243,2.05,1.881,0.002739726,0.005
0.0243,2.05,1.918,0.002739726,0.0196
0.0243,2.05,1.957,0.002739726,0.062
0.0243,2.05,1.995,0.002739726,0.102
0.0243,2.05,2.01,0.002739726,0.119
0.0243,2.05,2.064,0.002739726,0.177
0.0243,2.05,2.066,0.002739726,0.179
0.0243,2.05,2.073,0.002739726,0.1874
0.0243,2.05,2.122,0.002739726,0.24
0.0243,2.05,2.176,0.002739726,0.3005
0.0243,2.05,2.265,0.002739726,0.3943
0.0243,2.05,2.308,0.002739726,0.4404
0.0243,2.05,2.358,0.002739726,0.346
0.0243,2.05,2.649,0.002739726,0.642
0.0243,2.05,2.684,0.002739726,0.678
0.0243,2.05,2.872,0.002739726,0.869
0.0243,2.055,2.168,0.002739726,0.236
0.0243,2.055,2.229,0.002739726,0.298
0.0243,2.1,1.748,0.002739726,0.0005
0.0243,2.1,1.815,0.002739726,0.0006
0.0243,2.1,1.881,0.002739726,0.0005
0.0243,2.1,1.918,0.002739726,0.0003
0.0243,2.1,1.957,0.002739726,0.0144
0.0243,2.1,1.995,0.002739726,0.052
0.0243,2.1,2.01,0.002739726,0.069
0.0243,2.1,2.064,0.002739726,0.127
0.0243,2.1,2.066,0.002739726,0.129
0.0243,2.1,2.073,0.002739726,0.1376
0.0243,2.1,2.122,0.002739726,0.19
0.0243,2.1,2.149,0.002739726,0.219
0.0243,2.1,2.176,0.002739726,0.2497
0.0243,2.1,2.232,0.002739726,0.308
0.0243,2.1,2.255,0.002739726,0.192
0.0243,2.1,2.265,0.002739726,0.3444
0.0243,2.1,2.308,0.002739726,0.3904
0.0243,2.1,2.358,0.002739726,0.296
0.0243,2.1,2.649,0.002739726,0.592
0.0243,2.1,2.684,0.002739726,0.628
0.0243,2.1,2.872,0.002739726,0.819
0.0243,2.104,2.168,0.002739726,0.187
0.0243,2.104,2.229,0.002739726,0.249
0.0243,2.15,1.748,0.002739726,0.0002
0.0243,2.15,1.815,0.002739726,0.0002
0.0243,2.15,1.881,0.002739726,0.0001
0.0243,2.15,1.918,0.002739726,0.0001
0.0243,2.15,1.957,0.002739726,0.0005
0.0243,2.15,1.995,0.002739726,0.0089
0.0243,2.15,2.01,0.002739726,0.0248
0.0243,2.15,2.064,0.002739726,0.077
0.0243,2.15,2.066,0.002739726,0.079
0.0243,2.15,2.073,0.002739726,0.0896
0.0243,2.15,2.122,0.002739726,0.14
0.0243,2.15,2.149,0.002739726,0.169
0.0243,2.15,2.176,0.002739726,0.1982
0.0243,2.15,2.232,0.002739726,0.258
0.0243,2.15,2.255,0.002739726,0.142
0.0243,2.15,2.265,0.002739726,0.2943
0.0243,2.15,2.308,0.002739726,0.3405
0.0243,2.15,2.358,0.002739726,0.246
0.0243,2.15,2.649,0.002739726,0.542
0.0243,2.15,2.684,0.002739726,0.578
0.0243,2.15,2.872,0.002739726,0.769
0.0243,2.153,2.168,0.002739726,0.1367
0.0243,2.153,2.229,0.002739726,0.2
0.0243,2.153,2.429,0.002739726,0.411
0.0243,2.156,2.255,0.002739726,0.136
0.0243,2.156,2.649,0.002739726,0.536
0.0243,2.16,2.791,0.002739726,0.733
0.0243,2.2,1.748,0.002739726,0.0002
0.0243,2.2,1.815,0.002739726,0.0002
0.0243,2.2,1.881,0.002739726,0.0001
0.0243,2.2,1.918,0.002739726,0.0001
0.0243,2.2,1.957,0.002739726,0.0001
0.0243,2.2,1.995,0.002739726,0.0005
0.0243,2.2,2.01,0.002739726,0.004
0.0243,2.2,2.064,0.002739726,0.027
0.0243,2.2,2.066,0.002739726,0.0298
0.0243,2.2,2.073,0.002739726,0.0381
0.0243,2.2,2.122,0.002739726,0.09
0.0243,2.2,2.149,0.002739726,0.119
0.0243,2.2,2.168,0.002739726,0.091
0.0243,2.2,2.176,0.002739726,0.1483
0.0243,2.2,2.218,0.002739726,0.142
0.0243,2.2,2.229,0.002739726,0.153
0.0243,2.2,2.23,0.002739726,0.154
0.0243,2.2,2.232,0.002739726,0.208
0.0243,2.2,2.255,0.002739726,0.092
0.0243,2.2,2.265,0.002739726,0.2443
0.0243,2.2,2.267,0.002739726,0.193
0.0243,2.2,2.276,0.002739726,0.203
0.0243,2.2,2.308,0.002739726,0.2902
0.0243,2.2,2.353,0.002739726,0.239
0.0243,2.2,2.358,0.002739726,0.196
0.0243,2.2,2.408,0.002739726,0.2966
0.0243,2.2,2.423,0.002739726,0.3149
0.0243,2.2,2.429,0.002739726,0.364
0.0243,2.2,2.445,0.002739726,0.4415
0.0243,2.2,2.509,0.002739726,0.4
0.0243,2.2,2.518,0.002739726,0.41
0.0243,2.2,2.587,0.002739726,0.531
0.0243,2.2,2.649,0.002739726,0.492
0.0243,2.2,2.684,0.002739726,0.528
0.0243,2.2,2.758,0.002739726,0.7762
0.0243,2.2,2.872,0.002739726,0.719
0.0243,2.2,2.911,0.002739726,0.9414
0.0243,2.2,2.939,0.002739726,0.787
0.0243,2.202,2.168,0.002739726,0.0883
0.0243,2.202,2.229,0.002739726,0.151
0.0243,2.202,2.429,0.002739726,0.362
0.0243,2.205,2.255,0.002739726,0.087
0.0243,2.205,2.358,0.002739726,0.191
0.0243,2.205,2.649,0.002739726,0.487
0.0243,2.205,2.872,0.002739726,0.714
0.0243,2.209,2.791,0.002739726,0.684
0.0243,2.25,1.748,0.002739726,0.0002
0.0243,2.25,1.815,0.002739726,0.0002
0.0243,2.25,1.881,0.002739726,0.0001
0.0243,2.25,1.918,0.002739726,0.0001
0.0243,2.25,1.957,0.002739726,0.0001
0.0243,2.25,1.995,0.002739726,0.0002
0.0243,2.25,2.01,0.002739726,0.0003
0.0243,2.25,2.064,0.002739726,0.0008
0.0243,2.25,2.066,0.002739726,0.0023
0.0243,2.25,2.073,0.002739726,0.0088
0.0243,2.25,2.122,0.002739726,0.04
0.0243,2.25,2.149,0.002739726,0.069
0.0243,2.25,2.168,0.002739726,0.0399
0.0243,2.25,2.176,0.002739726,0.0985
0.0243,2.25,2.218,0.002739726,0.092
0.0243,2.25,2.229,0.002739726,0.103
0.0243,2.25,2.23,0.002739726,0.104
0.0243,2.25,2.232,0.002739726,0.158
0.0243,2.25,2.255,0.002739726,0.042
0.0243,2.25,2.265,0.002739726,0.1942
0.0243,2.25,2.267,0.002739726,0.143
0.0243,2.25,2.276,0.002739726,0.153
0.0243,2.25,2.308,0.002739726,0.2403
0.0243,2.25,2.353,0.002739726,0.189
0.0243,2.25,2.358,0.002739726,0.146
0.0243,2.25,2.408,0.002739726,0.2467
0.0243,2.25,2.423,0.002739726,0.264
0.0243,2.25,2.429,0.002739726,0.314
0.0243,2.25,2.445,0.002739726,0.3906
0.0243,2.25,2.509,0.002739726,0.35
0.0243,2.25,2.518,0.002739726,0.36
0.0243,2.25,2.587,0.002739726,0.481
0.0243,2.25,2.649,0.002739726,0.442
0.0243,2.25,2.684,0.002739726,0.478
0.0243,2.25,2.758,0.002739726,0.7291
0.0243,2.25,2.872,0.002739726,0.669
0.0243,2.25,2.911,0.002739726,0.8915
0.0243,2.25,2.939,0.002739726,0.737
0.0243,2.254,2.255,0.002739726,0.0394
0.0243,2.254,2.358,0.002739726,0.142
0.0243,2.254,2.649,0.002739726,0.438
0.0243,2.254,2.872,0.002739726,0.665
0.0243,2.258,2.791,0.002739726,0.635
0.0243,2.299,2.168,0.002739726,0.0042
0.0243,2.299,2.229,0.002739726,0.054
0.0243,2.299,2.23,0.002739726,0.055
0.0243,2.299,2.429,0.002739726,0.265
0.0243,2.3,1.748,0.002739726,0.0001
0.0243,2.3,1.815,0.002739726,0.0001
0.0243,2.3,1.881,0.002739726,0.0001
0.0243,2.3,1.918,0.002739726,0.0001
0.0243,2.3,1.957,0.002739726,0.0001
0.0243,2.3,1.995,0.002739726,0.0001
0.0243,2.3,2.01,0.002739726,0.0001
0.0243,2.3,2.064,0.002739726,0.0002
0.0243,2.3,2.066,0.002739726,0.0003
0.0243,2.3,2.073,0.002739726,0.0007
0.0243,2.3,2.122,0.002739726,0.0041
0.0243,2.3,2.149,0.002739726,0.019
0.0243,2.3,2.168,0.002739726,0.0042
0.0243,2.3,2.176,0.002739726,0.0501
0.0243,2.3,2.218,0.002739726,0.042
0.0243,2.3,2.229,0.002739726,0.053
0.0243,2.3,2.23,0.002739726,0.054
0.0243,2.3,2.232,0.002739726,0.108
0.0243,2.3,2.255,0.002739726,0.0105
0.0243,2.3,2.265,0.002739726,0.1444
0.0243,2.3,2.267,0.002739726,0.093
0.0243,2.3,2.276,0.002739726,0.103
0.0243,2.3,2.308,0.002739726,0.1901
0.0243,2.3,2.353,0.002739726,0.139
0.0243,2.3,2.358,0.002739726,0.096
0.0243,2.3,2.408,0.002739726,0.196
0.0243,2.3,2.423,0.002739726,0.2141
0.0243,2.3,2.429,0.002739726,0.264
0.0243,2.3,2.445,0.002739726,0.34
0.0243,2.3,2.509,0.002739726,0.3
0.0243,2.3,2.518,0.002739726,0.31
0.0243,2.3,2.541,0.002739726,0.383
0.0243,2.3,2.587,0.002739726,0.431
0.0243,2.3,2.649,0.002739726,0.392
0.0243,2.3,2.684,0.002739726,0.4286
0.0243,2.3,2.758,0.002739726,0.6763
0.0243,2.3,2.872,0.002739726,0.619
0.0243,2.3,2.911,0.002739726,0.8415
0.0243,2.3,2.939,0.002739726,0.687
0.0243,2.303,2.255,0.002739726,0.0094
0.0243,2.303,2.358,0.002739726,0.093
0.0243,2.303,2.649,0.002739726,0.389
0.0243,2.303,2.872,0.002739726,0.616
0.0243,2.307,2.791,0.002739726,0.586
0.0243,2.348,2.168,0.002739726,0.0001
0.0243,2.348,2.229,0.002739726,0.0072
0.0243,2.348,2.23,0.002739726,0.0076
0.0243,2.348,2.429,0.002739726,0.216
0.0243,2.35,1.748,0.002739726,0.0001
0.0243,2.35,1.815,0.002739726,0.0001
0.0243,2.35,1.881,0.002739726,0.0001
0.0243,2.35,1.957,0.002739726,0.0001
0.0243,2.35,2.01,0.002739726,0.0001
0.0243,2.35,2.064,0.002739726,0.0001
0.0243,2.35,2.066,0.002739726,0.0001
0.0243,2.35,2.073,0.002739726,0.0005
0.0243,2.35,2.122,0.002739726,0.0003
0.0243,2.35,2.149,0.002739726,0.0005
0.0243,2.35,2.168,0.002739726,0.0001
0.0243,2.35,2.176,0.002739726,0.0106
0.0243,2.35,2.218,0.002739726,0.0013
0.0243,2.35,2.229,0.002739726,0.0063
0.0243,2.35,2.23,0.002739726,0.0058
0.0243,2.35,2.232,0.002739726,0.058
0.0243,2.35,2.255,0.002739726,0.0021
0.0243,2.35,2.265,0.002739726,0.0943
0.0243,2.35,2.267,0.002739726,0.043
0.0243,2.35,2.276,0.002739726,0.053
0.0243,2.35,2.308,0.002739726,0.1405
0.0243,2.35,2.353,0.002739726,0.089
0.0243,2.35,2.358,0.002739726,0.046
0.0243,2.35,2.408,0.002739726,0.146
0.0243,2.35,2.423,0.002739726,0.1642
0.0243,2.35,2.429,0.002739726,0.214
0.0243,2.35,2.431,0.002739726,0.17
0.0243,2.35,2.445,0.002739726,0.2952
0.0243,2.35,2.509,0.002739726,0.25
0.0243,2.35,2.518,0.002739726,0.26
0.0243,2.35,2.541,0.002739726,0.333
0.0243,2.35,2.587,0.002739726,0.381
0.0243,2.35,2.649,0.002739726,0.3431
0.0243,2.35,2.684,0.002739726,0.378
0.0243,2.35,2.758,0.002739726,0.631
0.0243,2.35,2.872,0.002739726,0.569
0.0243,2.35,2.911,0.002739726,0.7913
0.0243,2.35,2.939,0.002739726,0.637
0.0243,2.352,2.255,0.002739726,0.0015
0.0243,2.352,2.358,0.002739726,0.044
0.0243,2.352,2.649,0.002739726,0.34
0.0243,2.352,2.872,0.002739726,0.567
0.0243,2.356,2.791,0.002739726,0.537
0.0243,2.397,2.168,0.002739726,0.0001
0.0243,2.397,2.229,0.002739726,0.0002
0.0243,2.397,2.23,0.002739726,0.0002
0.0243,2.397,2.429,0.002739726,0.167
0.0243,2.4,1.748,0.002739726,0.0001
0.0243,2.4,1.815,0.002739726,0.0001
0.0243,2.4,1.881,0.002739726,0.0001
0.0243,2.4,1.957,0.002739726,0.0001
0.0243,2.4,2.01,0.002739726,0.0001
0.0243,2.4,2.066,0.002739726,0.0001
0.0243,2.4,2.073,0.002739726,0.0005
0.0243,2.4,2.122,0.002739726,0.0001
0.0243,2.4,2.149,0.002739726,0.0001
0.0243,2.4,2.168,0.002739726,0.0001
0.0243,2.4,2.176,0.002739726,0.0008
0.0243,2.4,2.218,0.002739726,0.0002
0.0243,2.4,2.229,0.002739726,0.0002
0.0243,2.4,2.23,0.002739726,0.0001
0.0243,2.4,2.232,0.002739726,0.008
0.0243,2.4,2.255,0.002739726,0.0002
0.0243,2.4,2.265,0.002739726,0.0454
0.0243,2.4,2.267,0.002739726,0.0022
0.0243,2.4,2.276,0.002739726,0.0043
0.0243,2.4,2.308,0.002739726,0.0904
0.0243,2.4,2.353,0.002739726,0.0427
0.0243,2.4,2.358,0.002739726,0.0087
0.0243,2.4,2.408,0.002739726,0.096
0.0243,2.4,2.423,0.002739726,0.1138
0.0243,2.4,2.429,0.002739726,0.164
0.0243,2.4,2.431,0.002739726,0.12
0.0243,2.4,2.445,0.002739726,0.2387
0.0243,2.4,2.509,0.002739726,0.2
0.0243,2.4,2.518,0.002739726,0.21
0.0243,2.4,2.541,0.002739726,0.283
0.0243,2.4,2.547,0.002739726,0.289
0.0243,2.4,2.587,0.002739726,0.331
0.0243,2.4,2.649,0.002739726,0.292
0.0243,2.4,2.684,0.002739726,0.328
0.0243,2.4,2.758,0.002739726,0.5763
0.0243,2.4,2.872,0.002739726,0.519
0.0243,2.4,2.911,0.002739726,0.7418
0.0243,2.4,2.939,0.002739726,0.587
0.0243,2.401,2.255,0.002739726,0.0002
0.0243,2.401,2.358,0.002739726,0.0082
0.0243,2.401,2.649,0.002739726,0.291
0.0243,2.401,2.872,0.002739726,0.518
0.0243,2.405,2.791,0.002739726,0.488
0.0243,2.446,2.168,0.002739726,0.0001
0.0243,2.446,2.229,0.002739726,0.0001
0.0243,2.446,2.23,0.002739726,0.0001
0.0243,2.446,2.429,0.002739726,0.118
0.0243,2.45,1.748,0.002739726,0.0001
0.0243,2.45,1.815,0.002739726,0.0001
0.0243,2.45,1.881,0.002739726,0.0001
0.0243,2.45,1.957,0.002739726,0.0001
0.0243,2.45,2.01,0.002739726,0.0001
0.0243,2.45,2.066,0.002739726,0.0001
0.0243,2.45,2.073,0.002739726,0.0001
0.0243,2.45,2.122,0.002739726,0.0001
0.0243,2.45,2.168,0.002739726,0.0001
0.0243,2.45,2.176,0.002739726,0.0002
0.0243,2.45,2.218,0.002739726,0.0001
0.0243,2.45,2.229,0.002739726,0.0001
0.0243,2.45,2.23,0.002739726,0.0001
0.0243,2.45,2.232,0.002739726,0.0002
0.0243,2.45,2.255,0.002739726,0.0002
0.0243,2.45,2.265,0.002739726,0.0076
0.0243,2.45,2.267,0.002739726,0.0003
0.0243,2.45,2.276,0.002739726,0.0003
0.0243,2.45,2.308,0.002739726,0.0411
0.0243,2.45,2.353,0.002739726,0.0112
0.0243,2.45,2.358,0.002739726,0.0006
0.0243,2.45,2.408,0.002739726,0.046
0.0243,2.45,2.423,0.002739726,0.066
0.0243,2.45,2.429,0.002739726,0.114
0.0243,2.45,2.431,0.002739726,0.07
0.0243,2.45,2.445,0.002739726,0.1899
0.0243,2.45,2.509,0.002739726,0.15
0.0243,2.45,2.518,0.002739726,0.16
0.0243,2.45,2.541,0.002739726,0.233
0.0243,2.45,2.547,0.002739726,0.239
0.0243,2.45,2.587,0.002739726,0.281
0.0243,2.45,2.621,0.002739726,0.267
0.0243,2.45,2.622,0.002739726,0.268
0.0243,2.45,2.649,0.002739726,0.242
0.0243,2.45,2.684,0.002739726,0.278
0.0243,2.45,2.758,0.002739726,0.5265
0.0243,2.45,2.872,0.002739726,0.469
0.0243,2.45,2.911,0.002739726,0.6914
0.0243,2.45,2.939,0.002739726,0.537
0.0243,2.455,2.643,0.002739726,0.284
0.0243,2.455,2.791,0.002739726,0.438
0.0243,2.495,2.168,0.002739726,0.0001
0.0243,2.495,2.229,0.002739726,0.0001
0.0243,2.495,2.23,0.002739726,0.0001
0.0243,2.495,2.429,0.002739726,0.069
0.0243,2.5,1.748,0.002739726,0.0001
0.0243,2.5,1.815,0.002739726,0.0001
0.0243,2.5,1.881,0.002739726,0.0001
0.0243,2.5,1.957,0.002739726,0.0001
0.0243,2.5,2.01,0.002739726,0.0001
0.0243,2.5,2.073,0.002739726,0.0001
0.0243,2.5,2.168,0.002739726,0.0001
0.0243,2.5,2.218,0.002739726,0.0001
0.0243,2.5,2.229,0.002739726,0.0001
0.0243,2.5,2.23,0.002739726,0.0001
0.0243,2.5,2.232,0.002739726,0.0002
0.0243,2.5,2.255,0.002739726,0.0001
0.0243,2.5,2.265,0.002739726,0.0008
0.0243,2.5,2.267,0.002739726,0.0001
0.0243,2.5,2.276,0.002739726,0.0001
0.0243,2.5,2.308,0.002739726,0.0095
0.0243,2.5,2.353,0.002739726,0.002
0.0243,2.5,2.358,0.002739726,0.0001
0.0243,2.5,2.408,0.002739726,0.0122
0.0243,2.5,2.423,0.002739726,0.0279
0.0243,2.5,2.429,0.002739726,0.064
0.0243,2.5,2.431,0.002739726,0.0274
0.0243,2.5,2.445,0.002739726,0.1465
0.0243,2.5,2.509,0.002739726,0.1
0.0243,2.5,2.518,0.002739726,0.11
0.0243,2.5,2.541,0.002739726,0.183
0.0243,2.5,2.547,0.002739726,0.189
0.0243,2.5,2.565,0.002739726,0.2684
0.0243,2.5,2.587,0.002739726,0.231
0.0243,2.5,2.621,0.002739726,0.2177
0.0243,2.5,2.622,0.002739726,0.218
0.0243,2.5,2.649,0.002739726,0.192
0.0243,2.5,2.678,0.002739726,0.222
0.0243,2.5,2.684,0.002739726,0.228
0.0243,2.5,2.758,0.002739726,0.4795
0.0243,2.5,2.872,0.002739726,0.419
0.0243,2.5,2.876,0.002739726,0.423
0.0243,2.5,2.899,0.002739726,0.4004
0.0243,2.5,2.911,0.002739726,0.6414
0.0243,2.5,2.916,0.002739726,0.463
0.0243,2.5,2.939,0.002739726,0.487
0.0243,2.5,3.077,0.002739726,0.8203
0.0243,2.504,2.643,0.002739726,0.235
0.0243,2.504,2.791,0.002739726,0.389
0.0243,2.549,2.255,0.002739726,0.0001
0.0243,2.549,2.358,0.002739726,0.0001
0.0243,2.549,2.649,0.002739726,0.143
0.0243,2.549,2.872,0.002739726,0.3701
0.0243,2.55,1.748,0.002739726,0.0001
0.0243,2.55,1.815,0.002739726,0.0001
0.0243,2.55,1.881,0.002739726,0.0001
0.0243,2.55,1.957,0.002739726,0.0001
0.0243,2.55,2.01,0.002739726,0.0001
0.0243,2.55,2.073,0.002739726,0.0001
0.0243,2.55,2.168,0.002739726,0.0001
0.0243,2.55,2.229,0.002739726,0.0001
0.0243,2.55,2.23,0.002739726,0.0001
0.0243,2.55,2.255,0.002739726,0.0001
0.0243,2.55,2.265,0.002739726,0.0003
0.0243,2.55,2.308,0.002739726,0.0011
0.0243,2.55,2.353,0.002739726,0.0004
0.0243,2.55,2.358,0.002739726,0.0001
0.0243,2.55,2.408,0.002739726,0.0014
0.0243,2.55,2.423,0.002739726,0.0096
0.0243,2.55,2.429,0.002739726,0.0147
0.0243,2.55,2.431,0.002739726,0.0059
0.0243,2.55,2.445,0.002739726,0.091
0.0243,2.55,2.509,0.002739726,0.05
0.0243,2.55,2.518,0.002739726,0.06
0.0243,2.55,2.541,0.002739726,0.133
0.0243,2.55,2.547,0.002739726,0.139
0.0243,2.55,2.565,0.002739726,0.2184
0.0243,2.55,2.587,0.002739726,0.181
0.0243,2.55,2.621,0.002739726,0.167
0.0243,2.55,2.622,0.002739726,0.168
0.0243,2.55,2.643,0.002739726,0.189
0.0243,2.55,2.649,0.002739726,0.1422
0.0243,2.55,2.678,0.002739726,0.172
0.0243,2.55,2.684,0.002739726,0.178
0.0243,2.55,2.758,0.002739726,0.4265
0.0243,2.55,2.872,0.002739726,0.3695
0.0243,2.55,2.876,0.002739726,0.373
0.0243,2.55,2.899,0.002739726,0.3507
0.0243,2.55,2.911,0.002739726,0.5916
0.0243,2.55,2.916,0.002739726,0.413
0.0243,2.55,2.939,0.002739726,0.437
0.0243,2.55,3.077,0.002739726,0.7706
0.0243,2.553,2.643,0.002739726,0.186
0.0243,2.553,2.791,0.002739726,0.34
0.0243,2.558,2.627,0.002739726,0.07
0.0243,2.598,2.255,0.002739726,0.0001
0.0243,2.598,2.358,0.002739726,0.0001
0.0243,2.598,2.649,0.002739726,0.0959
0.0243,2.598,2.872,0.002739726,0.321
0.0243,2.6,1.748,0.002739726,0.0001
0.0243,2.6,1.815,0.002739726,0.0001
0.0243,2.6,1.881,0.002739726,0.0001
0.0243,2.6,1.957,0.002739726,0.0001
0.0243,2.6,2.01,0.002739726,0.0001
0.0243,2.6,2.073,0.002739726,0.0001
0.0243,2.6,2.255,0.002739726,0.0001
0.0243,2.6,2.265,0.002739726,0.0003
0.0243,2.6,2.308,0.002739726,0.0003
0.0243,2.6,2.353,0.002739726,0.0002
0.0243,2.6,2.358,0.002739726,0.0001
0.0243,2.6,2.408,0.002739726,0.0001
0.0243,2.6,2.423,0.002739726,0.0027
0.0243,2.6,2.429,0.002739726,0.0006
0.0243,2.6,2.431,0.002739726,0.0004
0.0243,2.6,2.445,0.002739726,0.0437
0.0243,2.6,2.509,0.002739726,0.0106
0.0243,2.6,2.518,0.002739726,0.0195
0.0243,2.6,2.541,0.002739726,0.083
0.0243,2.6,2.547,0.002739726,0.089
0.0243,2.6,2.565,0.002739726,0.1685
0.0243,2.6,2.587,0.002739726,0.131
0.0243,2.6,2.621,0.002739726,0.117
0.0243,2.6,2.622,0.002739726,0.118
0.0243,2.6,2.627,0.002739726,0.0361
0.0243,2.6,2.643,0.002739726,0.139
0.0243,2.6,2.649,0.002739726,0.092
0.0243,2.6,2.658,0.002739726,0.206
0.0243,2.6,2.678,0.002739726,0.122
0.0243,2.6,2.684,0.002739726,0.128
0.0243,2.6,2.758,0.002739726,0.3791
0.0243,2.6,2.817,0.002739726,0.32
0.0243,2.6,2.872,0.002739726,0.3192
0.0243,2.6,2.876,0.002739726,0.323
0.0243,2.6,2.885,0.002739726,0.446
0.0243,2.6,2.887,0.002739726,0.334
0.0243,2.6,2.899,0.002739726,0.3007
0.0243,2.6,2.911,0.002739726,0.5414
0.0243,2.6,2.916,0.002739726,0.363
0.0243,2.6,2.939,0.002739726,0.387
0.0243,2.6,3.077,0.002739726,0.7203
0.0243,2.602,2.643,0.002739726,0.137
0.0243,2.602,2.791,0.002739726,0.291
0.0243,2.607,2.627,0.002739726,0.0315
0.0243,2.647,2.255,0.002739726,0.0001
0.0243,2.647,2.649,0.002739726,0.0474
0.0243,2.647,2.872,0.002739726,0.272
0.0243,2.65,1.748,0.002739726,0.0001
0.0243,2.65,1.957,0.002739726,0.0001
0.0243,2.65,2.01,0.002739726,0.0001
0.0243,2.65,2.073,0.002739726,0.0001
0.0243,2.65,2.255,0.002739726,0.0001
0.0243,2.65,2.265,0.002739726,0.0002
0.0243,2.65,2.308,0.002739726,0.0003
0.0243,2.65,2.353,0.002739726,0.0001
0.0243,2.65,2.358,0.002739726,0.0001
0.0243,2.65,2.408,0.002739726,0.0001
0.0243,2.65,2.423,0.002739726,0.0009
0.0243,2.65,2.429,0.002739726,0.0002
0.0243,2.65,2.431,0.002739726,0.0002
0.0243,2.65,2.445,0.002739726,0.0118
0.0243,2.65,2.509,0.002739726,0.0012
0.0243,2.65,2.518,0.002739726,0.0041
0.0243,2.65,2.541,0.002739726,0.033
0.0243,2.65,2.547,0.002739726,0.039
0.0243,2.65,2.565,0.002739726,0.1183
0.0243,2.65,2.587,0.002739726,0.081
0.0243,2.65,2.621,0.002739726,0.067
0.0243,2.65,2.622,0.002739726,0.068
0.0243,2.65,2.627,0.002739726,0.0119
0.0243,2.65,2.643,0.002739726,0.089
0.0243,2.65,2.649,0.002739726,0.046
0.0243,2.65,2.658,0.002739726,0.156
0.0243,2.65,2.678,0.002739726,0.072
0.0243,2.65,2.684,0.002739726,0.0798
0.0243,2.65,2.758,0.002739726,0.3267
0.0243,2.65,2.817,0.002739726,0.27
0.0243,2.65,2.872,0.002739726,0.269
0.0243,2.65,2.876,0.002739726,0.273
0.0243,2.65,2.885,0.002739726,0.396
0.0243,2.65,2.887,0.002739726,0.284
0.0243,2.65,2.899,0.002739726,0.2503
0.0243,2.65,2.911,0.002739726,0.4914
0.0243,2.65,2.916,0.002739726,0.313
0.0243,2.65,2.939,0.002739726,0.337
0.0243,2.65,3.061,0.002739726,0.523
0.0243,2.65,3.077,0.002739726,0.6704
0.0243,2.651,2.431,0.002739726,0.0002
0.0243,2.651,2.643,0.002739726,0.088
0.0243,2.651,2.791,0.002739726,0.242
0.0243,2.657,2.627,0.002739726,0.0099
0.0243,2.696,2.255,0.002739726,0.0001
0.0243,2.696,2.649,0.002739726,0.0139
0.0243,2.696,2.872,0.002739726,0.2249
0.0243,2.7,1.748,0.002739726,0.0001
0.0243,2.7,2.01,0.002739726,0.0001
0.0243,2.7,2.073,0.002739726,0.0001
0.0243,2.7,2.255,0.002739726,0.0001
0.0243,2.7,2.308,0.002739726,0.0002
0.0243,2.7,2.353,0.002739726,0.0001
0.0243,2.7,2.358,0.002739726,0.0001
