time,code,close
1/4/2016 15:00,sse.000016,2270.4609
1/5/2016 15:00,sse.000016,2288.1127
1/6/2016 15:00,sse.000016,2317.6465
1/7/2016 15:00,sse.000016,2180.5889
1/8/2016 15:00,sse.000016,2219.6119
1/11/2016 15:00,sse.000016,2120.2342
1/12/2016 15:00,sse.000016,2131.3679
1/13/2016 15:00,sse.000016,2105.5066
1/14/2016 15:00,sse.000016,2132.0757
1/15/2016 15:00,sse.000016,2070.9283
1/18/2016 15:00,sse.000016,2069.2746
1/19/2016 15:00,sse.000016,2128.5743
1/20/2016 15:00,sse.000016,2088.7229
1/21/2016 15:00,sse.000016,2040.9775
1/22/2016 15:00,sse.000016,2061.9621
1/25/2016 15:00,sse.000016,2065.4437
1/26/2016 15:00,sse.000016,1951.6136
1/27/2016 15:00,sse.000016,1953.4647
1/28/2016 15:00,sse.000016,1912.7205
1/29/2016 15:00,sse.000016,1973.0052
2/1/2016 15:00,sse.000016,1937.0729
2/2/2016 15:00,sse.000016,1969.6161
2/3/2016 15:00,sse.000016,1952.3665
2/4/2016 15:00,sse.000016,1974.2364
2/5/2016 15:00,sse.000016,1967.2595
2/15/2016 15:00,sse.000016,1948.2752
2/16/2016 15:00,sse.000016,2000.9027
2/17/2016 15:00,sse.000016,2014.4428
2/18/2016 15:00,sse.000016,2009.2727
2/19/2016 15:00,sse.000016,2004.1065
2/22/2016 15:00,sse.000016,2053.8631
2/23/2016 15:00,sse.000016,2029.5223
2/24/2016 15:00,sse.000016,2041.3881
2/25/2016 15:00,sse.000016,1932.6015
2/26/2016 15:00,sse.000016,1955.3953
2/29/2016 15:00,sse.000016,1944.6111
3/1/2016 15:00,sse.000016,1973.1936
3/2/2016 15:00,sse.000016,2043.4067
3/3/2016 15:00,sse.000016,2053.2726
3/4/2016 15:00,sse.000016,2122.2692
3/7/2016 15:00,sse.000016,2107.6731
3/8/2016 15:00,sse.000016,2115.158
3/9/2016 15:00,sse.000016,2111.9188
3/10/2016 15:00,sse.000016,2061.451
3/11/2016 15:00,sse.000016,2070.7239
3/14/2016 15:00,sse.000016,2078.4096
3/15/2016 15:00,sse.000016,2101.1167
3/16/2016 15:00,sse.000016,2136.1277
3/17/2016 15:00,sse.000016,2131.4813
3/18/2016 15:00,sse.000016,2141.1774
3/21/2016 15:00,sse.000016,2193.3853
3/22/2016 15:00,sse.000016,2173.256
3/23/2016 15:00,sse.000016,2175.2834
3/24/2016 15:00,sse.000016,2137.59
3/25/2016 15:00,sse.000016,2149.2039
3/28/2016 15:00,sse.000016,2123.0349
3/29/2016 15:00,sse.000016,2106.8616
3/30/2016 15:00,sse.000016,2157.5295
3/31/2016 15:00,sse.000016,2156.541
4/1/2016 15:00,sse.000016,2167.7824
4/5/2016 15:00,sse.000016,2180.2624
4/6/2016 15:00,sse.000016,2168.0372
4/7/2016 15:00,sse.000016,2139.4042
4/8/2016 15:00,sse.000016,2123.8041
4/11/2016 15:00,sse.000016,2148.4394
4/12/2016 15:00,sse.000016,2143.8961
4/13/2016 15:00,sse.000016,2171.315
4/14/2016 15:00,sse.000016,2178.8677
4/15/2016 15:00,sse.000016,2182.0667
4/18/2016 15:00,sse.000016,2158.2302
4/19/2016 15:00,sse.000016,2163.607
4/20/2016 15:00,sse.000016,2154.8859
4/21/2016 15:00,sse.000016,2147.7184
4/22/2016 15:00,sse.000016,2157.7235
4/25/2016 15:00,sse.000016,2148.2801
4/26/2016 15:00,sse.000016,2155.7914
4/27/2016 15:00,sse.000016,2145.3804
4/28/2016 15:00,sse.000016,2142.0569
4/29/2016 15:00,sse.000016,2135.5087
5/3/2016 15:00,sse.000016,2158.2717
5/4/2016 15:00,sse.000016,2152.9337
5/5/2016 15:00,sse.000016,2152.8822
5/6/2016 15:00,sse.000016,2107.0089
5/9/2016 15:00,sse.000016,2072.467
5/10/2016 15:00,sse.000016,2072.3818
5/11/2016 15:00,sse.000016,2078.4126
5/12/2016 15:00,sse.000016,2084.8384
5/13/2016 15:00,sse.000016,2076.1879
5/16/2016 15:00,sse.000016,2082.6159
5/17/2016 15:00,sse.000016,2075.4651
5/18/2016 15:00,sse.000016,2078.7593
5/19/2016 15:00,sse.000016,2073.8041
5/20/2016 15:00,sse.000016,2083.1174
5/23/2016 15:00,sse.000016,2082.4118
5/24/2016 15:00,sse.000016,2066.6428
5/25/2016 15:00,sse.000016,2071.9071
5/26/2016 15:00,sse.000016,2076.1366
5/27/2016 15:00,sse.000016,2074.9195
5/30/2016 15:00,sse.000016,2092.1606
5/31/2016 15:00,sse.000016,2155.6557
6/1/2016 15:00,sse.000016,2138.9632
6/2/2016 15:00,sse.000016,2137.6519
6/3/2016 15:00,sse.000016,2152.6368
