c,k,s,t
0.0037,3.4,2.876,0.0986301369863014
0.1072,3.4,2.911,0.0986301369863014
0.0027,3.4,2.913,0.0986301369863014
0.1251,3.4,2.918,0.0986301369863014
0.0016,3.4,2.971,0.0986301369863014
0.0018,3.4,3.007,0.0986301369863014
0.0017,3.4,3.025,0.0986301369863014
0.0144,3.4,3.061,0.0986301369863014
0.3681,3.4,3.693,0.0986301369863014
0.6478,3.4,4.039,0.0986301369863014
0.0015,3.444,2.852,0.0986301369863014
0.0023,3.444,2.913,0.0986301369863014
0.0012,3.444,2.997,0.0986301369863014
0.0019,3.5,2.234,0.0986301369863014
0.0028,3.5,2.271,0.0986301369863014
0.0007,3.5,2.408,0.0986301369863014
0.0013,3.5,2.621,0.0986301369863014
0.0275,3.5,2.842,0.0986301369863014
0.0015,3.5,2.852,0.0986301369863014
0.0017,3.5,2.913,0.0986301369863014
0.1003,3.5,2.918,0.0986301369863014
0.001,3.5,2.971,0.0986301369863014
0.0011,3.5,3.007,0.0986301369863014
0.0075,3.5,3.061,0.0986301369863014
0.298,3.5,3.693,0.0986301369863014
0.5547,3.5,4.039,0.0986301369863014
0.0018,3.6,2.234,0.0986301369863014
0.0025,3.6,2.271,0.0986301369863014
0.0007,3.6,2.408,0.0986301369863014
0.0013,3.6,2.621,0.0986301369863014
0.0812,3.6,2.918,0.0986301369863014
0.2365,3.6,3.693,0.0986301369863014
0.454,3.6,4.039,0.0986301369863014
0.5241,3.6,4.105,0.0986301369863014
0.1858,3.7,3.693,0.0986301369863014
0.1236,3.7,3.795,0.0986301369863014
0.3612,3.7,4.039,0.0986301369863014
0.4247,3.7,4.105,0.0986301369863014
0.1422,3.8,3.693,0.0986301369863014
0.0714,3.8,3.795,0.0986301369863014
0.1607,3.8,3.943,0.0986301369863014
0.2708,3.8,4.039,0.0986301369863014
0.3261,3.8,4.105,0.0986301369863014
0.1039,3.9,3.693,0.0986301369863014
0.0375,3.9,3.795,0.0986301369863014
0.0948,3.9,3.943,0.0986301369863014
0.13,3.9,4.018,0.0986301369863014
0.1906,3.9,4.039,0.0986301369863014
0.2375,3.9,4.105,0.0986301369863014
0.0791,4,3.693,0.0986301369863014
0.0187,4,3.795,0.0986301369863014
0.0483,4,3.943,0.0986301369863014
0.0737,4,4.018,0.0986301369863014
0.123,4,4.039,0.0986301369863014
0.1555,4,4.105,0.0986301369863014
0.0578,4.1,3.693,0.0986301369863014
0.0094,4.1,3.795,0.0986301369863014
0.0225,4.1,3.943,0.0986301369863014
0.0364,4.1,4.018,0.0986301369863014
0.072,4.1,4.039,0.0986301369863014
0.0927,4.1,4.105,0.0986301369863014
0.0446,4.2,3.693,0.0986301369863014
0.0048,4.2,3.795,0.0986301369863014
0.0102,4.2,3.943,0.0986301369863014
0.0164,4.2,4.018,0.0986301369863014
0.04,4.2,4.039,0.0986301369863014
0.0502,4.2,4.105,0.0986301369863014
0.0324,4.3,3.693,0.0986301369863014
0.005,4.3,3.943,0.0986301369863014
0.0073,4.3,4.018,0.0986301369863014
0.0224,4.3,4.039,0.0986301369863014
0.0257,4.3,4.105,0.0986301369863014
0.0253,4.4,3.693,0.0986301369863014
0.0031,4.4,3.943,0.0986301369863014
0.0032,4.4,4.018,0.0986301369863014
0.0121,4.4,4.039,0.0986301369863014
0.0125,4.4,4.105,0.0986301369863014
0.0188,4.5,3.693,0.0986301369863014
0.0023,4.5,3.943,0.0986301369863014
0.0072,4.5,4.039,0.0986301369863014
0.0061,4.5,4.105,0.0986301369863014
0.015,4.6,3.693,0.0986301369863014
0.0016,4.6,3.943,0.0986301369863014
0.005,4.6,4.039,0.0986301369863014
0.0037,4.6,4.105,0.0986301369863014
0.1552,1.8,1.806,0.101369863013699
0.281,1.8,1.929,0.101369863013699
0.4901,1.8,2.12,0.101369863013699
0.6571,1.8,2.27,0.101369863013699
0.1221,1.85,1.806,0.101369863013699
0.231,1.85,1.929,0.101369863013699
0.3433,1.85,2.032,0.101369863013699
0.3849,1.85,2.05,0.101369863013699
0.4402,1.85,2.12,0.101369863013699
0.6078,1.85,2.27,0.101369863013699
0.092,1.9,1.806,0.101369863013699
0.181,1.9,1.929,0.101369863013699
0.2938,1.9,2.032,0.101369863013699
0.3417,1.9,2.05,0.101369863013699
0.3907,1.9,2.12,0.101369863013699
0.5586,1.9,2.27,0.101369863013699
0.44,1.908,2.215,0.101369863013699
0.071,1.95,1.806,0.101369863013699
0.15,1.95,1.919,0.101369863013699
0.131,1.95,1.929,0.101369863013699
0.164,1.95,1.959,0.101369863013699
0.2526,1.95,2.032,0.101369863013699
0.2651,1.95,2.05,0.101369863013699
0.34,1.95,2.12,0.101369863013699
0.5097,1.95,2.27,0.101369863013699
0.39,1.957,2.215,0.101369863013699
0.0535,2,1.806,0.101369863013699
0.1198,2,1.919,0.101369863013699
0.0861,2,1.929,0.101369863013699
0.114,2,1.959,0.101369863013699
0.1701,2,1.996,0.101369863013699
0.2093,2,2.032,0.101369863013699
0.2252,2,2.05,0.101369863013699
0.2313,2,2.065,0.101369863013699
0.2914,2,2.12,0.101369863013699
0.4604,2,2.27,0.101369863013699
0.34,2.006,2.215,0.101369863013699
0.0391,2.05,1.806,0.101369863013699
0.0922,2.05,1.919,0.101369863013699
0.0534,2.05,1.929,0.101369863013699
0.0724,2.05,1.959,0.101369863013699
0.1323,2.05,1.996,0.101369863013699
0.1717,2.05,2.032,0.101369863013699
0.1908,2.05,2.05,0.101369863013699
0.1838,2.05,2.065,0.101369863013699
0.2411,2.05,2.12,0.101369863013699
0.2927,2.05,2.15,0.101369863013699
0.4126,2.05,2.27,0.101369863013699
0.374,2.05,2.385,0.101369863013699
0.5278,2.05,2.53,0.101369863013699
0.6642,2.05,2.656,0.101369863013699
0.29,2.055,2.215,0.101369863013699
0.323,2.055,2.252,0.101369863013699
0.0282,2.1,1.806,0.101369863013699
0.0709,2.1,1.919,0.101369863013699
0.0304,2.1,1.929,0.101369863013699
0.0429,2.1,1.959,0.101369863013699
0.0965,2.1,1.996,0.101369863013699
0.1358,2.1,2.032,0.101369863013699
0.156,2.1,2.05,0.101369863013699
0.1387,2.1,2.065,0.101369863013699
0.15,2.1,2.085,0.101369863013699
0.1922,2.1,2.12,0.101369863013699
0.2506,2.1,2.15,0.101369863013699
0.3656,2.1,2.27,0.101369863013699
0.324,2.1,2.385,0.101369863013699
0.4784,2.1,2.53,0.101369863013699
0.6127,2.1,2.656,0.101369863013699
0.24,2.104,2.215,0.101369863013699
0.274,2.104,2.252,0.101369863013699
0.0205,2.15,1.806,0.101369863013699
0.054,2.15,1.919,0.101369863013699
0.016,2.15,1.929,0.101369863013699
0.024,2.15,1.959,0.101369863013699
0.0709,2.15,1.996,0.101369863013699
0.1038,2.15,2.032,0.101369863013699
0.1248,2.15,2.05,0.101369863013699
0.0969,2.15,2.065,0.101369863013699
0.0968,2.15,2.078,0.101369863013699
0.1,2.15,2.085,0.101369863013699
0.1471,2.15,2.12,0.101369863013699
0.2117,2.15,2.15,0.101369863013699
0.3209,2.15,2.27,0.101369863013699
0.2745,2.15,2.385,0.101369863013699
0.4285,2.15,2.53,0.101369863013699
0.5631,2.15,2.656,0.101369863013699
0.19,2.153,2.215,0.101369863013699
0.22,2.153,2.248,0.101369863013699
0.225,2.153,2.252,0.101369863013699
0.355,2.156,2.451,0.101369863013699
0.4234,2.156,2.53,0.101369863013699
0.8011,2.16,2.838,0.101369863013699
0.0153,2.2,1.806,0.101369863013699
0.04,2.2,1.919,0.101369863013699
0.0081,2.2,1.929,0.101369863013699
0.0123,2.2,1.959,0.101369863013699
0.0485,2.2,1.996,0.101369863013699
0.0785,2.2,2.032,0.101369863013699
0.098,2.2,2.05,0.101369863013699
0.0654,2.2,2.065,0.101369863013699
0.0611,2.2,2.078,0.101369863013699
0.0591,2.2,2.085,0.101369863013699
0.1039,2.2,2.12,0.101369863013699
0.1344,2.2,2.15,0.101369863013699
0.1009,2.2,2.172,0.101369863013699
0.139,2.2,2.216,0.101369863013699
0.2173,2.2,2.219,0.101369863013699
0.173,2.2,2.248,0.101369863013699
0.178,2.2,2.252,0.101369863013699
0.2765,2.2,2.27,0.101369863013699
0.3145,2.2,2.316,0.101369863013699
0.3139,2.2,2.326,0.101369863013699
0.3832,2.2,2.362,0.101369863013699
0.2742,2.2,2.372,0.101369863013699
0.2416,2.2,2.381,0.101369863013699
0.2282,2.2,2.385,0.101369863013699
0.3039,2.2,2.402,0.101369863013699
0.4051,2.2,2.508,0.101369863013699
0.4703,2.2,2.522,0.101369863013699
0.3803,2.2,2.53,0.101369863013699
0.513,2.2,2.656,0.101369863013699
0.7543,2.2,2.73,0.101369863013699
0.727,2.2,2.88,0.101369863013699
0.14,2.202,2.215,0.101369863013699
0.171,2.202,2.248,0.101369863013699
0.176,2.202,2.252,0.101369863013699
0.2369,2.205,2.381,0.101369863013699
0.3069,2.205,2.451,0.101369863013699
0.3748,2.205,2.53,0.101369863013699
0.5081,2.205,2.656,0.101369863013699
0.7505,2.209,2.838,0.101369863013699
0.0108,2.25,1.806,0.101369863013699
0.0297,2.25,1.919,0.101369863013699
0.0048,2.25,1.929,0.101369863013699
0.0062,2.25,1.959,0.101369863013699
0.032,2.25,1.996,0.101369863013699
0.0602,2.25,2.032,0.101369863013699
0.0759,2.25,2.05,0.101369863013699
0.0404,2.25,2.065,0.101369863013699
0.0355,2.25,2.078,0.101369863013699
0.0296,2.25,2.085,0.101369863013699
0.0696,2.25,2.12,0.101369863013699
0.104,2.25,2.15,0.101369863013699
0.0674,2.25,2.172,0.101369863013699
0.0918,2.25,2.215,0.101369863013699
0.089,2.25,2.216,0.101369863013699
0.1723,2.25,2.219,0.101369863013699
0.0993,2.25,2.223,0.101369863013699
0.1067,2.25,2.229,0.101369863013699
0.123,2.25,2.248,0.101369863013699
0.1281,2.25,2.252,0.101369863013699
0.2091,2.25,2.27,0.101369863013699
0.2699,2.25,2.316,0.101369863013699
0.2713,2.25,2.326,0.101369863013699
0.3419,2.25,2.362,0.101369863013699
0.218,2.25,2.366,0.101369863013699
0.2287,2.25,2.372,0.101369863013699
0.1956,2.25,2.381,0.101369863013699
0.1817,2.25,2.385,0.101369863013699
0.2575,2.25,2.402,0.101369863013699
0.3553,2.25,2.508,0.101369863013699
0.4206,2.25,2.522,0.101369863013699
0.3299,2.25,2.53,0.101369863013699
0.4634,2.25,2.656,0.101369863013699
0.7128,2.25,2.73,0.101369863013699
0.677,2.25,2.88,0.101369863013699
0.1905,2.254,2.381,0.101369863013699
0.2643,2.254,2.451,0.101369863013699
0.3261,2.254,2.53,0.101369863013699
0.4593,2.254,2.656,0.101369863013699
0.7002,2.258,2.838,0.101369863013699
0.0422,2.299,2.172,0.101369863013699
0.0555,2.299,2.215,0.101369863013699
0.074,2.299,2.248,0.101369863013699
0.0853,2.299,2.252,0.101369863013699
0.009,2.3,1.806,0.101369863013699
0.0229,2.3,1.919,0.101369863013699
0.0029,2.3,1.929,0.101369863013699
0.0199,2.3,1.996,0.101369863013699
0.0625,2.3,2.05,0.101369863013699
0.0252,2.3,2.065,0.101369863013699
0.0199,2.3,2.078,0.101369863013699
0.013,2.3,2.085,0.101369863013699
0.0434,2.3,2.12,0.101369863013699
0.0781,2.3,2.15,0.101369863013699
0.0413,2.3,2.172,0.101369863013699
0.0525,2.3,2.216,0.101369863013699
0.131,2.3,2.219,0.101369863013699
0.0578,2.3,2.223,0.101369863013699
0.0633,2.3,2.229,0.101369863013699
0.073,2.3,2.248,0.101369863013699
0.0839,2.3,2.252,0.101369863013699
0.1733,2.3,2.27,0.101369863013699
0.2293,2.3,2.316,0.101369863013699
0.2204,2.3,2.326,0.101369863013699
0.3048,2.3,2.362,0.101369863013699
0.2009,2.3,2.365,0.101369863013699
0.175,2.3,2.366,0.101369863013699
0.1886,2.3,2.372,0.101369863013699
0.1529,2.3,2.381,0.101369863013699
0.1403,2.3,2.385,0.101369863013699
0.2138,2.3,2.402,0.101369863013699
0.3125,2.3,2.508,0.101369863013699
0.3708,2.3,2.522,0.101369863013699
0.2819,2.3,2.53,0.101369863013699
0.414,2.3,2.656,0.101369863013699
0.6655,2.3,2.73,0.101369863013699
0.627,2.3,2.88,0.101369863013699
0.1502,2.303,2.381,0.101369863013699
0.2235,2.303,2.451,0.101369863013699
0.2796,2.303,2.53,0.101369863013699
0.411,2.303,2.656,0.101369863013699
0.6507,2.307,2.838,0.101369863013699
0.0254,2.348,2.172,0.101369863013699
0.0294,2.348,2.215,0.101369863013699
0.0325,2.348,2.248,0.101369863013699
0.0497,2.348,2.252,0.101369863013699
0.007,2.35,1.806,0.101369863013699
0.0164,2.35,1.919,0.101369863013699
0.0022,2.35,1.929,0.101369863013699
0.05,2.35,2.05,0.101369863013699
0.0157,2.35,2.065,0.101369863013699
0.0106,2.35,2.078,0.101369863013699
0.0054,2.35,2.085,0.101369863013699
0.0261,2.35,2.12,0.101369863013699
0.0572,2.35,2.15,0.101369863013699
0.0249,2.35,2.172,0.101369863013699
0.027,2.35,2.216,0.101369863013699
0.0939,2.35,2.219,0.101369863013699
0.0262,2.35,2.223,0.101369863013699
0.0305,2.35,2.229,0.101369863013699
0.0313,2.35,2.248,0.101369863013699
0.0482,2.35,2.252,0.101369863013699
0.1393,2.35,2.27,0.101369863013699
0.1509,2.35,2.316,0.101369863013699
0.1808,2.35,2.326,0.101369863013699
0.2727,2.35,2.362,0.101369863013699
0.1512,2.35,2.365,0.101369863013699
0.136,2.35,2.366,0.101369863013699
0.1487,2.35,2.372,0.101369863013699
0.1166,2.35,2.381,0.101369863013699
0.102,2.35,2.385,0.101369863013699
0.1722,2.35,2.402,0.101369863013699
0.2678,2.35,2.508,0.101369863013699
0.3211,2.35,2.522,0.101369863013699
0.2368,2.35,2.53,0.101369863013699
0.3651,2.35,2.656,0.101369863013699
0.6156,2.35,2.73,0.101369863013699
0.577,2.35,2.88,0.101369863013699
0.115,2.352,2.381,0.101369863013699
0.185,2.352,2.451,0.101369863013699
0.2345,2.352,2.53,0.101369863013699
0.3632,2.352,2.656,0.101369863013699
0.5998,2.356,2.838,0.101369863013699
0.0149,2.397,2.172,0.101369863013699
0.0148,2.397,2.215,0.101369863013699
0.0116,2.397,2.248,0.101369863013699
0.0259,2.397,2.252,0.101369863013699
0.0064,2.4,1.806,0.101369863013699
0.012,2.4,1.919,0.101369863013699
0.0017,2.4,1.929,0.101369863013699
0.0058,2.4,2.078,0.101369863013699
0.0153,2.4,2.12,0.101369863013699
0.0363,2.4,2.15,0.101369863013699
0.014,2.4,2.172,0.101369863013699
0.0128,2.4,2.216,0.101369863013699
0.0668,2.4,2.219,0.101369863013699
0.0093,2.4,2.223,0.101369863013699
0.012,2.4,2.229,0.101369863013699
0.0109,2.4,2.248,0.101369863013699
0.0245,2.4,2.252,0.101369863013699
0.115,2.4,2.27,0.101369863013699
0.1183,2.4,2.316,0.101369863013699
0.1431,2.4,2.326,0.101369863013699
0.1659,2.4,2.362,0.101369863013699
0.1084,2.4,2.365,0.101369863013699
0.1007,2.4,2.366,0.101369863013699
0.1152,2.4,2.372,0.101369863013699
0.0845,2.4,2.381,0.101369863013699
0.0692,2.4,2.385,0.101369863013699
0.133,2.4,2.402,0.101369863013699
0.2255,2.4,2.508,0.101369863013699
0.2724,2.4,2.522,0.101369863013699
0.2752,2.4,2.528,0.101369863013699
0.1917,2.4,2.53,0.101369863013699
0.3178,2.4,2.656,0.101369863013699
0.5659,2.4,2.73,0.101369863013699
0.527,2.4,2.88,0.101369863013699
0.0835,2.401,2.381,0.101369863013699
0.15,2.401,2.451,0.101369863013699
0.1912,2.401,2.53,0.101369863013699
0.3158,2.401,2.656,0.101369863013699
0.5499,2.405,2.838,0.101369863013699
0.0088,2.446,2.172,0.101369863013699
0.0042,2.446,2.248,0.101369863013699
0.0114,2.446,2.252,0.101369863013699
0.004,2.45,1.806,0.101369863013699
0.0088,2.45,1.919,0.101369863013699
0.0016,2.45,1.929,0.101369863013699
0.0093,2.45,2.12,0.101369863013699
0.008,2.45,2.172,0.101369863013699
0.0053,2.45,2.216,0.101369863013699
0.0453,2.45,2.219,0.101369863013699
0.0036,2.45,2.223,0.101369863013699
0.0036,2.45,2.229,0.101369863013699
0.0036,2.45,2.248,0.101369863013699
0.0102,2.45,2.252,0.101369863013699
0.0919,2.45,2.27,0.101369863013699
0.0902,2.45,2.316,0.101369863013699
0.1107,2.45,2.326,0.101369863013699
0.1315,2.45,2.362,0.101369863013699
0.0699,2.45,2.365,0.101369863013699
0.0713,2.45,2.366,0.101369863013699
0.088,2.45,2.372,0.101369863013699
0.059,2.45,2.381,0.101369863013699
0.0443,2.45,2.385,0.101369863013699
0.1002,2.45,2.402,0.101369863013699
0.119,2.45,2.451,0.101369863013699
0.185,2.45,2.508,0.101369863013699
0.2218,2.45,2.522,0.101369863013699
0.2307,2.45,2.528,0.101369863013699
0.1534,2.45,2.53,0.101369863013699
0.3024,2.45,2.64,0.101369863013699
0.2698,2.45,2.656,0.101369863013699
0.5171,2.45,2.73,0.101369863013699
0.477,2.45,2.88,0.101369863013699
0.5009,2.455,2.838,0.101369863013699
0.5364,2.46,2.979,0.101369863013699
0.0052,2.495,2.172,0.101369863013699
0.002,2.495,2.248,0.101369863013699
0.0047,2.495,2.252,0.101369863013699
0.0031,2.5,1.806,0.101369863013699
0.0073,2.5,1.919,0.101369863013699
0.0013,2.5,1.929,0.101369863013699
0.0051,2.5,2.172,0.101369863013699
0.0304,2.5,2.219,0.101369863013699
0.0017,2.5,2.223,0.101369863013699
0.0011,2.5,2.229,0.101369863013699
0.0017,2.5,2.248,0.101369863013699
0.0042,2.5,2.252,0.101369863013699
0.075,2.5,2.27,0.101369863013699
0.0666,2.5,2.316,0.101369863013699
0.0828,2.5,2.326,0.101369863013699
0.1037,2.5,2.362,0.101369863013699
0.0408,2.5,2.365,0.101369863013699
0.0489,2.5,2.366,0.101369863013699
0.065,2.5,2.372,0.101369863013699
0.039,2.5,2.381,0.101369863013699
0.0252,2.5,2.385,0.101369863013699
0.072,2.5,2.402,0.101369863013699
0.092,2.5,2.451,0.101369863013699
0.1499,2.5,2.508,0.101369863013699
0.1735,2.5,2.522,0.101369863013699
0.1831,2.5,2.528,0.101369863013699
0.116,2.5,2.53,0.101369863013699
0.197,2.5,2.562,0.101369863013699
0.3403,2.5,2.574,0.101369863013699
0.2554,2.5,2.64,0.101369863013699
0.2248,2.5,2.656,0.101369863013699
0.4703,2.5,2.73,0.101369863013699
0.3134,2.5,2.754,0.101369863013699
0.3377,2.5,2.767,0.101369863013699
0.4223,2.5,2.86,0.101369863013699
0.6451,2.5,2.876,0.101369863013699
0.427,2.5,2.88,0.101369863013699
0.4508,2.504,2.838,0.101369863013699
0.4856,2.509,2.979,0.101369863013699
0.0243,2.549,2.381,0.101369863013699
0.0704,2.549,2.451,0.101369863013699
0.0855,2.549,2.53,0.101369863013699
0.183,2.549,2.656,0.101369863013699
0.0025,2.55,1.806,0.101369863013699
0.0053,2.55,1.919,0.101369863013699
0.0012,2.55,1.929,0.101369863013699
0.0034,2.55,2.172,0.101369863013699
0.0013,2.55,2.248,0.101369863013699
0.0025,2.55,2.252,0.101369863013699
0.0595,2.55,2.27,0.101369863013699
0.049,2.55,2.316,0.101369863013699
0.059,2.55,2.326,0.101369863013699
0.08,2.55,2.362,0.101369863013699
0.0235,2.55,2.365,0.101369863013699
0.0318,2.55,2.366,0.101369863013699
0.047,2.55,2.372,0.101369863013699
0.0236,2.55,2.381,0.101369863013699
0.0127,2.55,2.385,0.101369863013699
0.0499,2.55,2.402,0.101369863013699
0.1182,2.55,2.508,0.101369863013699
0.1272,2.55,2.522,0.101369863013699
0.1428,2.55,2.528,0.101369863013699
0.0855,2.55,2.53,0.101369863013699
0.1591,2.55,2.562,0.101369863013699
0.3041,2.55,2.574,0.101369863013699
0.2082,2.55,2.64,0.101369863013699
0.1823,2.55,2.656,0.101369863013699
0.4214,2.55,2.73,0.101369863013699
0.2655,2.55,2.754,0.101369863013699
0.2919,2.55,2.767,0.101369863013699
0.3746,2.55,2.86,0.101369863013699
0.5975,2.55,2.876,0.101369863013699
0.377,2.55,2.88,0.101369863013699
0.4019,2.553,2.838,0.101369863013699
0.4364,2.558,2.979,0.101369863013699
0.0142,2.598,2.381,0.101369863013699
0.0511,2.598,2.451,0.101369863013699
0.063,2.598,2.53,0.101369863013699
0.1452,2.598,2.656,0.101369863013699
0.0019,2.6,1.806,0.101369863013699
0.0046,2.6,1.919,0.101369863013699
0.0011,2.6,1.929,0.101369863013699
0.0485,2.6,2.27,0.101369863013699
0.066,2.6,2.362,0.101369863013699
0.0139,2.6,2.365,0.101369863013699
0.0193,2.6,2.366,0.101369863013699
0.0332,2.6,2.372,0.101369863013699
0.014,2.6,2.381,0.101369863013699
0.0059,2.6,2.385,0.101369863013699
0.0329,2.6,2.402,0.101369863013699
0.093,2.6,2.508,0.101369863013699
0.0867,2.6,2.522,0.101369863013699
0.1045,2.6,2.528,0.101369863013699
0.0608,2.6,2.53,0.101369863013699
0.1253,2.6,2.562,0.101369863013699
0.1909,2.6,2.574,0.101369863013699
0.1513,2.6,2.585,0.101369863013699
0.2008,2.6,2.634,0.101369863013699
0.164,2.6,2.64,0.101369863013699
0.1445,2.6,2.656,0.101369863013699
0.18,2.6,2.687,0.101369863013699
0.3853,2.6,2.73,0.101369863013699
0.2208,2.6,2.754,0.101369863013699
0.2546,2.6,2.767,0.101369863013699
0.3282,2.6,2.86,0.101369863013699
0.5422,2.6,2.876,0.101369863013699
0.327,2.6,2.88,0.101369863013699
0.3516,2.602,2.838,0.101369863013699
0.3866,2.607,2.979,0.101369863013699
0.0373,2.647,2.451,0.101369863013699
0.0421,2.647,2.53,0.101369863013699
0.1126,2.647,2.656,0.101369863013699
0.0014,2.65,1.806,0.101369863013699
0.0007,2.65,1.929,0.101369863013699
0.0386,2.65,2.27,0.101369863013699
0.0529,2.65,2.362,0.101369863013699
0.0114,2.65,2.366,0.101369863013699
0.0242,2.65,2.372,0.101369863013699
0.0073,2.65,2.381,0.101369863013699
0.021,2.65,2.402,0.101369863013699
0.0677,2.65,2.508,0.101369863013699
0.0519,2.65,2.522,0.101369863013699
0.0738,2.65,2.528,0.101369863013699
0.041,2.65,2.53,0.101369863013699
0.094,2.65,2.562,0.101369863013699
0.1584,2.65,2.574,0.101369863013699
0.1079,2.65,2.585,0.101369863013699
0.1514,2.65,2.634,0.101369863013699
0.1248,2.65,2.64,0.101369863013699
0.11,2.65,2.656,0.101369863013699
0.1508,2.65,2.687,0.101369863013699
0.3371,2.65,2.73,0.101369863013699
0.1786,2.65,2.754,0.101369863013699
0.2142,2.65,2.767,0.101369863013699
0.2622,2.65,2.79,0.101369863013699
0.2821,2.65,2.86,0.101369863013699
0.4939,2.65,2.876,0.101369863013699
0.277,2.65,2.88,0.101369863013699
0.49,2.65,3.019,0.101369863013699
0.1237,2.651,2.64,0.101369863013699
0.3019,2.651,2.838,0.101369863013699
0.337,2.657,2.979,0.101369863013699
0.0263,2.696,2.451,0.101369863013699
0.0284,2.696,2.53,0.101369863013699
0.0843,2.696,2.656,0.101369863013699
0.0012,2.7,1.806,0.101369863013699
0.0312,2.7,2.27,0.101369863013699
0.0428,2.7,2.362,0.101369863013699
0.0068,2.7,2.366,0.101369863013699
0.0165,2.7,2.372,0.101369863013699
0.0039,2.7,2.381,0.101369863013699
0.0126,2.7,2.402,0.101369863013699
0.0508,2.7,2.508,0.101369863013699
0.0298,2.7,2.522,0.101369863013699
0.049,2.7,2.528,0.101369863013699
0.0275,2.7,2.53,0.101369863013699
0.0714,2.7,2.562,0.101369863013699
0.131,2.7,2.574,0.101369863013699
0.072,2.7,2.585,0.101369863013699
0.106,2.7,2.634,0.101369863013699
0.0889,2.7,2.64,0.101369863013699
0.0822,2.7,2.656,0.101369863013699
0.1262,2.7,2.687,0.101369863013699
0.1543,2.7,2.729,0.101369863013699
0.2955,2.7,2.73,0.101369863013699
0.1407,2.7,2.754,0.101369863013699
0.1794,2.7,2.767,0.101369863013699
0.2173,2.7,2.79,0.101369863013699
0.114,2.7,2.803,0.101369863013699
0.1431,2.7,2.833,0.101369863013699
0.2538,2.7,2.838,0.101369863013699
0.2405,2.7,2.86,0.101369863013699
0.2428,2.7,2.875,0.101369863013699
0.4408,2.7,2.876,0.101369863013699
0.227,2.7,2.88,0.101369863013699
0.3409,2.7,2.985,0.101369863013699
0.3073,2.7,2.993,0.101369863013699
0.4402,2.7,3.019,0.101369863013699
0.1376,2.706,2.833,0.101369863013699
0.2881,2.706,2.979,0.101369863013699
0.0175,2.745,2.451,0.101369863013699
0.0185,2.745,2.53,0.101369863013699
0.0625,2.745,2.656,0.101369863013699
0.0608,2.749,2.64,0.101369863013699
0.205,2.749,2.838,0.101369863013699
0.0012,2.75,1.806,0.101369863013699
0.0253,2.75,2.27,0.101369863013699
0.0342,2.75,2.362,0.101369863013699
0.0036,2.75,2.366,0.101369863013699
0.0115,2.75,2.372,0.101369863013699
0.0355,2.75,2.508,0.101369863013699
0.0168,2.75,2.522,0.101369863013699
0.0319,2.75,2.528,0.101369863013699
0.0174,2.75,2.53,0.101369863013699
0.0527,2.75,2.562,0.101369863013699
0.11,2.75,2.574,0.101369863013699
0.0454,2.75,2.585,0.101369863013699
0.0661,2.75,2.634,0.101369863013699
0.0603,2.75,2.64,0.101369863013699
0.0593,2.75,2.656,0.101369863013699
0.1026,2.75,2.687,0.101369863013699
0.1139,2.75,2.729,0.101369863013699
0.258,2.75,2.73,0.101369863013699
0.1073,2.75,2.754,0.101369863013699
0.148,2.75,2.767,0.101369863013699
0.1742,2.75,2.79,0.101369863013699
0.0835,2.75,2.803,0.101369863013699
0.1047,2.75,2.833,0.101369863013699
0.2015,2.75,2.86,0.101369863013699
0.2002,2.75,2.875,0.101369863013699
0.4159,2.75,2.876,0.101369863013699
0.1818,2.75,2.88,0.101369863013699
0.198,2.75,2.939,0.101369863013699
0.2667,2.75,2.968,0.101369863013699
0.2915,2.75,2.985,0.101369863013699
0.2589,2.75,2.993,0.101369863013699
0.3913,2.75,3.019,0.101369863013699
0.1011,2.755,2.833,0.101369863013699
0.1952,2.755,2.939,0.101369863013699
0.24,2.755,2.979,0.101369863013699
0.253,2.755,2.993,0.101369863013699
0.0117,2.794,2.451,0.101369863013699
0.0116,2.794,2.53,0.101369863013699
0.0399,2.798,2.64,0.101369863013699
0.1585,2.798,2.838,0.101369863013699
0.001,2.8,1.806,0.101369863013699
0.0211,2.8,2.27,0.101369863013699
0.0265,2.8,2.362,0.101369863013699
0.008,2.8,2.372,0.101369863013699
0.0255,2.8,2.508,0.101369863013699
0.0088,2.8,2.522,0.101369863013699
0.037,2.8,2.562,0.101369863013699
0.0929,2.8,2.574,0.101369863013699
0.0297,2.8,2.585,0.101369863013699
0.037,2.8,2.634,0.101369863013699
0.0389,2.8,2.64,0.101369863013699
0.0424,2.8,2.656,0.101369863013699
0.0846,2.8,2.687,0.101369863013699
0.0801,2.8,2.729,0.101369863013699
0.2209,2.8,2.73,0.101369863013699
0.0796,2.8,2.754,0.101369863013699
0.1199,2.8,2.767,0.101369863013699
0.1349,2.8,2.79,0.101369863013699
0.057,2.8,2.803,0.101369863013699
0.0727,2.8,2.833,0.101369863013699
0.0717,2.8,2.847,0.101369863013699
0.1659,2.8,2.86,0.101369863013699
0.1616,2.8,2.875,0.101369863013699
0.3672,2.8,2.876,0.101369863013699
0.1425,2.8,2.88,0.101369863013699
0.1572,2.8,2.939,0.101369863013699
0.2187,2.8,2.968,0.101369863013699
0.2449,2.8,2.985,0.101369863013699
0.2101,2.8,2.993,0.101369863013699
0.3413,2.8,3.019,0.101369863013699
0.2737,2.8,3.058,0.101369863013699
0.069,2.804,2.833,0.101369863013699
